ID,Author,Title,URL,SeriesName,Summary,Genres,Score,RatingsCount,ReviewsCount,Pages,PublishedDate,Popularity_ReadingNow,Popularity_Wishlisted
35053870,sarina bowen,brooklynaire,https://www.goodreads.com/book/show/35053870-brooklynaire,Brooklyn Bruisers #4,"You’d think a billion dollars, a professional hockey team and a six-bedroom mansion on the Promenade would satisfy a guy. You’d be wrong.  For seven years Rebecca has brightened my office with her wit and her smile. She manages both my hockey team and my sanity. I don’t know when I started waking in the night, craving her. All I know is that one whiff of her perfume ruins my concentration. And her laugh makes me hard.  When Rebecca gets hurt, I step in to help. It’s what friends do. But what friends don’t do is rip off each others’ clothes for a single, wild night together.  Now she’s avoiding me. She says we’re too different, and it can never happen again. So why can’t we keep our hands off each other?","Romance, Sports, Sports Romance, Contemporary, Contemporary Romance, Hockey, Adult",4.07,20705,2322,298,2018-02-12,2261,13100
28869598,sarina bowen,hard hitter,https://www.goodreads.com/book/show/28869598-hard-hitter,Brooklyn Bruisers #2,"He’s a fighter in the rink, but he’s about to learn that playing nice can help you score...  As team captain and enforcer, Patrick O'Doul puts the bruise in the Brooklyn Bruisers. But after years of hard hits, O'Doul is feeling the burn, both physically and mentally. He conceals his pain from his coach and trainers, but when his chronic hip injury becomes too obvious to ignore, they send him for sessions with the team’s massage therapist.  After breaking up with her long-term boyfriend, Ari Bettini is in need of peace of mind. For now, she’s decided to focus on her work: rehabilitating the Bruisers’ MVP. O'Doul is easy on the eyes, but his reaction to her touch is ice cold. Ari is determined to help O'Doul heal, but as the tension between them turns red hot, they both learn that a little TLC does the body good...","Romance, Sports, Sports Romance, Contemporary, Contemporary Romance, Hockey, Adult",4.05,10818,1049,336,2017-01-03,495,5907
30627346,sarina bowen,pipe dreams,https://www.goodreads.com/book/show/30627346-pipe-dreams,Brooklyn Bruisers #3,"A goalie has to trust his instincts, even when taking a shot to the heart…  Mike Beacon is a champion at defending the net, but off the ice, he’s not so lucky. A widower and a single father, he’s never forgotten Lauren Williams, the ex who gave him the best year of his life. When Lauren reappears in the Bruisers office during the playoffs, Beacon sees his chance to make things right.  Lauren hates that she’s forced to travel with the team she used to work for and the man who broke her heart. There’s still undeniable sexual tension running between her and Mike, but she won’t go down that road again. She’s focused on her plans for the future—she doesn’t need a man to make her dreams of motherhood come true.  Lauren plays her best defensive game, but she’s no match for the dark-eyed goalie. When the field of play moves to Florida, things heat up on the beach.  One of Mike’s biggest fans doesn’t approve—his teenage daughter. But a true competitor knows not to waste the perfect shot at love.","Romance, Sports, Sports Romance, Contemporary, Contemporary Romance, Hockey, Adult",3.92,9532,975,336,2017-05-02,348,5180
17561022,j. clare,stranded with a billionaire,https://www.goodreads.com/book/show/17561022-stranded-with-a-billionaire,Billionaire Boys Club #1,"The Billionaire Boys Club is a secret society of six men who have vowed success – at any cost. Not all of them are old money, but all of them are incredibly wealthy. They’re just not always as successful when it comes to love…  Billionaire Logan Hawkings needs a vacation. He’s had a rough time after the death of his father and the betrayal of his fiancée. But with a visit to a recent business acquisition—a private island resort in the Bahamas—he has a chance to mend his broken heart. When a hurricane blows in, a misplaced passport and a stalled elevator bring Logan together with an unusual woman named Bronte. She’s unlike anyone he’s ever met—down to earth, incredibly sensual, and even quotes Plato. She also has no clue that he’s rich…  Bronte Dawson, a waitress from the Midwest, is stranded with the hotel’s domineering yet sexy manager Logan. What’s the harm in a little fling when it’s just the two of them, alone in paradise? But after several steamy island nights in Logan’s arms, Bronte’s ready to give her heart—and her body—to the man in charge.  But she soon discovers there’s more to Logan than he’s told her…a billion times more. Now, Bronte’s caught in a whirlwind affair with one of the world’s most powerful men. But can their love endure their differences or will it all just blow over?","Romance, Contemporary Romance, Contemporary, Erotica, Adult, Fiction, New Adult",3.82,14878,1009,215,2013-04-16,335,8684
43728457,j. clare,beauty and the billionaire,https://www.goodreads.com/book/show/43728457-beauty-and-the-billionaire,Dirty Fairy Tales #1,"Ruthless Bastard. White Knight. But I just call him “boss.”  Thomas Goldstone. A man of billion dollar deals in custom-tailored suits, he demands more than your best.  He’s scary. Driven. Haunted by inner demons that have taken him to the brink. But beneath the arrogant, controlling façade lies a heart of gold. It makes me want to solve him one growly, messy piece at a time. To be the only one who sees the truth of the man.  But I’m... me. A pink-haired, anime-loving, data-crunching geek with an office in the basement of Goldstone HQ. My chances with the big boss? Statistically insignificant.  His burning gaze and clenched jaw say otherwise though. Gives me hope and ignites a flame so hot my glasses fog up. I shouldn’t mix business with pleasure. Shouldn’t tempt the beast upstairs. Shouldn't keep wondering...  Do fairy tales really come true?","Romance, Contemporary, Contemporary Romance, Erotica, Fairy Tales, Adult, Retellings",3.85,9954,691,336,2019-01-27,15700,7770
20346544,j. clare,the wrong billionaire’s bed,https://www.goodreads.com/book/show/20346544-the-wrong-billionaire-s-bed,Billionaire Boys Club #3,"Audrey Petty’s always been the responsible one. The good twin.  Successful, dependable, and trustworthy–that’s Audrey. She’d be the perfect girlfriend for her childhood crush, billionaire Cade Archer…except that she’s pretty sure she’s not even on his radar. But when fate (and her chaotic twin) come together, Audrey finds out that she’ll be spending the next month with Cade at his remote cabin retreat. It’s a dream come true…  Until she meets her worst nightmare.  Billionaire playboy Reese Durham is used to seducing women to get what he wants. But when stiff, too-proper Audrey bursts into the private mountain lodge and scares his companion out the door, it’s time for a little revenge. It’s clear that Audrey’s in love with his buddy, Cade…and it’s clear to Reese that blackmailing Audrey with this information can get her to agree to just about anything. Like furtive kisses in the dark, or a secret rendezvous in the woods. Audrey may think she knows what she wants, but Reese is determined to show her what she needs.  And as Reese discovers the volatile minx behind the buttoned-up exterior, he starts to think maybe she’s just what he needs, too.","Romance, Contemporary Romance, Contemporary, Erotica, Adult, New Adult, Fiction",4.0,11361,667,306,2015-05-15,186,3991
35008850,j.t. geissinger,burn for you,https://www.goodreads.com/book/show/35008850-burn-for-you,Slow Burn #1,"The marriage is fake. But for a sassy chef and an arrogant billionaire, the sparks are real…  Jackson “The Beast” Boudreaux is rich, gorgeous, and unbelievably rude to the staff at Chef Bianca Hardwick’s New Orleans restaurant. Bianca would sooner douse herself in hot sauce than cook for Jackson again, but when he asks her to cater his fund-raiser, Bianca can’t refuse, knowing the cash will help pay her mother’s medical bills. Then Jackson makes another outrageous request: The unconventional offer includes an enormous sum—money Bianca desperately needs, even if it does come with a contract — and a stunning ring.  The heir to a family bourbon dynasty, Jackson knows the rumors swirling around him. The truth is even darker. Still, he needs a wife to secure his inheritance, and free-spirited, sassy Bianca would play the part beautifully. Soon, though, their simple business deal evolves into an emotional intimacy he’s built walls to avoid.  As the passion heats up between them, Bianca and Jackson struggle to define which feelings are real and which are for show. Is falling for your fake fiancé the best happy ending… or a recipe for disaster?","Romance, Contemporary Romance, Contemporary, Audiobook, Adult, Humor, New Adult",4.05,33007,2754,349,2017-10-17,7358,3425
36564103,j.t. geissinger,melt for you,https://www.goodreads.com/book/show/36564103-melt-for-you,Slow Burn #2,"A wallflower gets seduction tips from a playboy athlete—until love changes the rules. Socially awkward Joellen Bixby has a date every Saturday—with her cat, a pint of ice cream, and fantasies of the way-too-handsome Michael Maddox. She’d give anything to win over the unattainable CEO of her firm, but how can she when she blends in so well with her cubicle? The answer may be closer than she thinks. Cameron McGregor is a cocky, tattooed Scottish rugby captain who just moved in next door. He’s not Jo’s type——but the notorious playboy offering to teach the wallflower everything he knows about inspiring desire. Though a lot of women have rumpled Cam’s kilt, Jo is special. Far from the ugly duckling she thinks she is, in Cam’s eyes she’s sharp, funny, and effortlessly sexy. Now, thanks to him, Jo is blooming with confidence and has the man of her dreams within reach.","Romance, Contemporary Romance, Contemporary, Sports, Sports Romance, Humor, Adult",4.28,25092,2824,347,2018-05-15,4158,17800
40131614,j.t. geissinger,ache for you,https://www.goodreads.com/book/show/40131614-ache-for-you,Slow Burn #3,"In this fairy tale with a sexy twist, she’s a penniless San Francisco seamstress. He’s the king of Italian couture. Who’s got designs on whom? Boutique owner Kimber DiSanto has seen better days. She’s been dumped at the altar by Prince Charmless, her business went up in flames (literally), and now she’s stuck in Florence, Italy, with an ice-queen stepmother, to try to save her late father’s failing dress shop. Only one thing could make it worse: another man in her life. The arrogant Italian fashion tycoon offering to buy her father’s shop is as rich as he is sexy, and their attraction is off the charts. But Kimber’s not about to get burned again.","Romance, Contemporary Romance, Contemporary, Audiobook, Adult, Humor, New Adult",4.06,12766,1179,362,2018-11-06,2508,7948
60686882,pipa grant,the last eligible billionaire,https://www.goodreads.com/book/show/60686882-the-last-eligible-billionaire,Standalone,"He's a billionaire heir. A grump supreme. Hater of people. Bigger hater of peopling with people. And my new fake boyfriend. Emotionally unavailable doesn't even begin to describe Hayes Rutherford. He's cold. He's distant. He has more defenses than a nuclear missile silo. And he's the ultimate catch of the century. At least, according to his bank statement. My job's Keep Hayes's matchmaking relatives and all interested ladies away from the cranky, grumpy, walled-off heir to my favorite movie empire by pretending to be his one true love, and in return, he won't ruin my life over a teensy, tiny little misunderstanding. But the more I sneak past his walls and fences, the more I realize that while we might be from different worlds, we have more in common than either of us expected. The man under all the glitz, glamour, and dollar signs could be the real love of my life. But you know what they say about fake dating a billionaire-it's all fun and games until the scandals start. The Last Eligible Billionaire is a swoony, laugh-out-loud romance featuring a botched wax job, a woman in over her head, a man in over his heart, and the sweetest misguided dog to ever play matchmaker...or at least make sure these two anti-love birds never have clothes when they get out of the shower. It stands alone and comes complete with grand romantic gestures.","Romance, Contemporary, Contemporary Romance, Humor, Fiction, Adult, Chick Lit",4.16,21524,1933,350,2022-03-03,8339,11600
57216633,pipa grant,mister mchottie,https://www.goodreads.com/book/show/57216633-mister-mchottie,Girl Band #1,"Chase I’ve just bought the woman of my nightmares. Technically, I bought the company she works for. Point is, she cost me my two best friends ten years ago. It’s payback time, and I’m going to make her life hell. When I’m not banging her silly and myself stupid. I need to get my head back in business, because getting off is great, but ""He was a man who had sex, and lots of it, and in the worst locations, with the woman of his nightmares"" isn’t the inscription I want on my tombstone. Even if it’s true.   There are three things I hate: Bratwurst in any form, my neighbors boinking loudly like farm animals at 3 AM, and Chase Jett. Mostly I hate Chase Jett. It’s been ten years since he took my virginity—I’d make a bratwurst joke, but the unfortunate truth is that it would have to be a bratbest joke, and yes, it kills me to admit it—and now he’s not only a billionaire, he’s also my new boss. Turns out our hate is mutual. And this kind of hate is horrifically twisted, filthy, and banging hot. I just might have to hate him forever.","Romance, Contemporary, Contemporary Romance, Humor, Audiobook, Chick Lit, Adult",4.08,12204,1145,184,2017-10-30,5817,4298
60576722,melanie harlow,tease,https://www.goodreads.com/book/show/60576722-tease,Cloverleigh Farms #8,"Felicity I didn’t mean to say I was engaged to a hot billionaire–it just slipped out.  In my defense, I’d had a really bad haircut, a really strong drink, and I was trying to save face in front of the Mean Girl at my high school reunion.  Lucky for me, I happen to know a hot billionaire. Hutton French and I have been friends forever, and even though big social gatherings are not his thing, I called him from the coat closet and begged him for a favor–  Except that word of our engagement spreads like wildfire. Our families are ecstatic. We’re front page news. My little food blog is launched into the stratosphere.  Of course, I offer to set the record straight right away, but Hutton wants to give it a little time–the phony engagement is keeping his matrimony-mad mother and every matchmaking granny in town off his back.  He even suggests I move in with him to make the ruse more real.    We practice kissing. Undressing each other. Saying things–and doing things–we’d never dare if we weren’t pretending. Because it’s all for show, right? We’re just role-playing. Hutton doesn’t want a real relationship, and I don’t want to get hurt. But the more time we spend faking it, the more I start to wonder.","Romance, Contemporary Romance, Contemporary, Adult, Audiobook, New Adult, Chick Lit",4.12,32109,2549,310,2022-07-11,5538,27400
44099084,melanie harlow,irresistible,https://www.goodreads.com/book/show/44099084-irresistible,Cloverleigh Farms #1,"I’m a full-time single dad to three daughters and CFO at Cloverleigh Farms. I don’t have time to fall in love—I’m too busy trying to run a business, keep the red socks out of the white laundry, and get the damn pillowcases on without owing a dollar to the swear jar.  Sure, Frannie Sawyer is beautiful and sweet, but she’s twenty-seven, the boss’s daughter, and my new part-time nanny—which means she’s completely off-limits. It’s bad enough I can’t stop fantasizing about her, what kind of jerk would I be if I acted on the impulse to kiss her?  (Exactly the kind of jerk you’re thinking.)  Actually, I’m worse than that—because I didn’t stop with a kiss, and now I can’t stay away.  She makes me feel like myself again. She reminds me what it’s like to want something just for me. She’s everything I ever needed, but nothing I ever imagined.  I’m a former Marine. I should have had the strength to resist her from the start.  But I didn’t. And now I have to choose between the life I want and the life she deserves.  Even if it means giving her up.","Romance, Contemporary, Contemporary Romance, Adult, New Adult, Fiction, Chick Lit",3.97,42180,3553,301,2019-02-25,9026,43800
56916467,melanie harlow,call me crazy,https://www.goodreads.com/book/show/56916467-call-me-crazy,Bellamy Creek #3,"It was the perfect plan. I needed a wife—temporarily—in order to inherit the family business. And she needed a favor—the kind that takes nine months to deliver.  We had it all worked out, from the no-touching policy on our wedding night (her rule) to the no-falling-in-love decree (mine). She’d marry me, I’d give her the means to have the baby she’d always wanted, and one year later we’d amicably part ways with no hassle, no demands, and certainly no regrets.  After all, Bianca DeRossi and I are experts at infuriating one another—we’ve been doing it since we were kids. Trouble is, she grew up gorgeous and feisty, and she still knows exactly how to get under my skin.  And that wedding night? Well, it doesn’t exactly go down hands-free.  Then she moves in with me, and I really start to lose my mind. From her sexy little pout to her wicked sense of humor to those meatball sandwiches she makes just because she knows they’re my favorite . . . I find myself wanting to break every rule we put in place.  Our story was never supposed to end with happily ever after. But call me crazy, I just might be in love with my wife.","Romance, Contemporary Romance, Contemporary, Adult, Marriage, New Adult, Fiction",4.16,21620,1808,316,2021-02-12,5559,17600
306364,lisa kleypas,sugar daddy,https://www.goodreads.com/book/show/306364.Sugar_Daddy,The Travis Family #1,"She's from the wrong side of the tracks.  Liberty Jones has dreams and determination that will take her far away from Welcome, Texas—if she can keep her wild heart from ruling her mind. Hardy Cates sees Liberty as completely off-limits. His own ambitions are bigger than Welcome, and Liberty Jones is a complication he doesn't need. But something magical and potent draws them to each other, in a dangerous attraction that is stronger than both of them.    When Hardy leaves town to pursue his plans, Liberty finds herself alone with a young sister to raise. Soon Liberty finds herself under the spell of a billionaire tycoon—a Sugar Daddy, one might say. But the relationship goes deeper than people think, and Liberty begins to discover secrets about her own family's past.    Two men. One woman. A choice that can make her or break her. A woman you'll root for every step of the way. A love story you'll never forget.","Romance, Contemporary Romance, Contemporary, Chick Lit, Fiction, Adult, Audiobook",4.01,44666,2625,371,2007-03-06,741,26700
1756703,lisa kleypas,blue-eyed devil,https://www.goodreads.com/book/show/1756703.Blue_Eyed_Devil,The Travis Family #2,"MEET THE BLUE-EYED DEVIL  His name is Hardy Cates. He's a self-made millionaire who comes from the wrong side of the tracks. He's made enemies in the rough-and-tumble ride to the top of Houston's oil industry. He's got hot blood in his veins. And vengeance on his mind.  MEET THE HEIRESS  She's Haven Travis. Despite her family's money, she refuses to set out on the path they've chosen for her. But when Haven marries a man her family disapproves of, her life is set on a new and dangerous course. Two years later, Haven comes home, determined to guard her heart. And Hardy Cates, a family enemy, is the last person she needs darkening her door or setting her soul on fire.  WATCH THE SPARKS FLY. . . .  Filled with Lisa Kleypas's trademark sensuality, filled with characters you love to hate and men you love to love, Blue-Eyed Devil will hold you captive in its storytelling power as the destiny of two people unfolds with every magical word.","Romance, Contemporary Romance, Contemporary, Chick Lit, Adult, Fiction, Abuse",4.19,38380,2263,336,2008-03-25,483,14600
4066312,lisa kleypas,smooth talking stranger,https://www.goodreads.com/book/show/4066312-smooth-talking-stranger,The Travis Family #3,"A sinful attraction.  Jack Travis leads the uncomplicated life of a millionaire Texas playboy. He makes no commitments, he loves many women, he lives for pleasure.  But no one has ever truly touched his heart or soul. Until one day, a woman appears on his doorstep with fury on her face and a baby in her arms. It seems Jack is the father and this woman is the baby's aunt. The real mother has abandoned the child to her more responsible sister. And now, Jack is being called upon to take responsibility for the first time in his life.   With delicious romantic tension, characters so real they walk onto the page and into your heart, Lisa Kleypas delivers the kind of novel that makes you laugh, love, cry and cheer.","Romance, Contemporary Romance, Contemporary, Chick Lit, Adult, Fiction, Audiobook",4.14,41395,2182,340,2009-01-01,436,15600
30291077,jessica lemmon,the bastard billionaire,https://www.goodreads.com/book/show/30291077-the-bastard-billionaire,Billionaire Bad Boys #3,"A BILLIONAIRE BAD BOYS NOVEL  Beauty and the Beastly Billionaire . . . Eli Crane is one tough bastard. After an explosion left him injured and honorably discharged from the Marines, all he wants is to be left alone. Yet his brothers insist he take a greater role in the family business. They've hired him ten personal assistants-and Eli sent each one packing as fast as possible. But when beautiful number eleven walks through the door, Eli will do anything to make her stay.  Isabella Sawyer's employment agency can't afford to lose Eli Crane's business. Her plan: to personally take on the role of his PA, and secure her reputation with the wealthy elite in Chicago. But this beauty and her hot billionaire bad boy soon find themselves mixing business with pleasure in the most delicious ways. And passionate, stubborn Isabella won't rest until she tames this wicked beast . . .","Romance, Contemporary, Contemporary Romance, Military Fiction, Adult, Audiobook, Disability",4.01,3227,343,384,2017-02-28,318,2936
45857023,jessica lemmon,the billionaire next door,https://www.goodreads.com/book/show/45857023-the-billionaire-boss-next-door,Billionaire Collection #1,"Amazon Top 25 Bestseller My new boss has it all. In spades. Gorgeous green eyes? Check. Hard-and-sexy body? Check. Intelligence? Check. Success? A big fat billionaire... Check.  Too bad I haven't started out on the best foot.  My big mouth has already turned him against me, and tempting good looks and success aside, Trent Turner is no peach either. He's stubborn and thick-headed, and son of a fruitcake, he thinks he knows there is to know about the hotel business.  With him running the development of the new Vanderturn New Orleans Hotel and me doing the design, our work relationship is far too intimate for two people who absolutely despise one another.  But that's not all.  See, he isn't just my billionaire boss from hell. He's my new neighbor, too.  Same city. Same building. Same floor.    Holy moly, let's hope my career----can survive.  Disclaimer: If you generally love to suffer, hate fun of any kind, and are allergic to laughter, this book is not for you.","Romance, Contemporary, Contemporary Romance, Humor, Audiobook, New Adult, Adult",4.1,10934,917,456,2019-05-15,6440,5046
18692741,jessica lemmon,the billionaire bachelor,https://www.goodreads.com/book/show/18692741-the-billionaire-wins-the-game,Billionaire Bachelors #1,"Librarian's note: This is an alternate cover edition for ASIN: B005HXFVGS.  All newly published with deleted scenes and an additional 25 thousand words. See the first book of the Anderson Series.  Joseph Anderson has decided it's time for his three successful sons to find brides. Joseph wants grandchildren to fill his mansion, and he wants them immediately. His eldest son, Lucas, is successful in all areas of his life, except love, and Joseph begins matchmaking. He finds Amy Harper and deems her the perfect daughter-in-law. He just needs to get her and Lucas to both realize they're made for each other.","Romance, Contemporary, Contemporary Romance, Chick Lit, Adult, Fiction, Erotica",3.95,21536,1044,307,2011-08-01,2799,7613
