book_id,B1_attraction_chemistry,C_explicit_eroticism,D_power_wealth_luxury,F1_sadness_grief,G_courtship_rituals_gifts,L_vices_addictions,M_health_recovery_growth,H_domestic_nesting,I_humor_lightness,J_social_support_kin,K_professional_intrusion,Q_miscommunication,Q_repair,R2_alpha_guarding,R_jealousy_possessiveness,S_scene_anchors,H1_love_over_sex_log,H3_luxury_saturation,H3_love_depth,H3_interaction,H4_protect_over_jealous_log,H5_dark_over_tender_log,Q_repair_over_miscomm_log,H1_chemistry_over_sex_log,H1_tender_over_sex_log,H1_vows_over_sex_log,H4_tender_over_alpha_log,H5_trauma_over_safety_log,H5_anger_over_tender_log,C_explicit_eroticism_END,G_courtship_rituals_gifts_END,H1_chemistry_over_sex_log_END,H4_protect_over_jealous_log_END,K_professional_intrusion_END,L_vices_addictions_END,M_health_recovery_growth_END,Q_repair_END,Q_repair_over_miscomm_log_END,R2_alpha_guarding_END,R_jealousy_possessiveness_END,S_scene_anchors_END,B1_attraction_chemistry_END,D_power_wealth_luxury_END,F1_sadness_grief_END,H_domestic_nesting_END,I_humor_lightness_END,J_social_support_kin_END,Q_miscommunication_END
104659050,1.0613832712380002,0.3775368005279606,-0.587953237011751,1.301213897843415,0.3265679376843643,-0.27938179107209915,0.10530169512496618,-0.5936169947922877,0.3400402615111724,-0.04193027311201209,-0.6217647410544327,0.5027086908672638,2.0684028081540853,-0.9568299407883968,-0.7051029189234952,0.03819738527997207,,-0.587953237011751,,,,,1.4145196334834012,1.0336585538764638,,,,,,-0.08707404549356719,0.17730922129732812,-0.03145118032959397,0.2597739713833864,-0.07640808143676131,1.7099018878621108,-0.6041517727002336,1.0123298340564777,0.11753102922649562,-0.8141931066593058,-0.7339796058676977,0.6837713859036962,0.03041608509935585,-0.09020434371185068,-0.25303602158019173,-0.0875433359589324,-0.4833756190432517,0.364963871620773,0.259433103032186
11266880,-0.18501495532732493,-0.19402023753339567,-0.7668501275058294,-0.09721949332755368,-0.8413834199854364,-0.7206577483218282,-0.28721769774221473,-0.8509106882378551,-0.5812850699615619,-0.3728270098909494,-0.24074990565802637,-0.06136905523837816,-0.06484255774778305,0.6164527768405732,0.3196195244157323,-0.6685039596143917,,-0.7668501275058294,,,0.6568489121516055,,,,,,,,,-0.26240564195594973,-0.6125811296236199,0.3528180534998029,0.21912710654584613,0.18428945476728564,-0.2117862847468744,0.27835099279637504,0.26227136546444063,0.680631058378862,-0.7356981040525292,-0.6866180076771233,-0.03659829345381131,0.47019332651810525,0.28974875904716274,0.2820639909234943,-0.41420438464963455,-0.39821529814050727,-0.5465118957163743,-0.6533444142435947
123257687,-0.7442666243372705,-1.1610302187263892,0.18238838682719305,-0.2646087582154424,-0.6654832855827515,-0.7506826650615058,-0.47186144065042074,-0.6335657309962147,-0.5672573216313447,-0.2927936830841332,0.15963576619169745,0.2785096412438491,-0.12454076765732411,0.8959718463279087,1.2680941903587577,-0.44875502775283066,,0.18238838682719305,,,-0.34736109636220547,,,,,,,,,-0.7804970656503223,0.10862635294556441,-0.15990728552243189,0.3067116160234293,0.24689276335763116,-1.2893848214308354,-0.762811070133374,-0.1521925204678217,-0.8517016434459098,-0.7485510038358647,-0.6990070633350803,0.13036383222372425,-1.1121146242002713,1.5173163485596366,-0.3393220340435866,0.170791390343824,0.21057285563143546,2.0786549749034835,1.6617052030217625
123446478,-0.14165808735051896,-0.24714358676413453,-0.3989879956941038,-0.3878974641160091,0.32742813938039894,-0.4243586696933615,-0.4933166612415635,0.36903295915315276,-0.14657898035783176,-0.31898106732059467,-0.48289886576322727,-0.30790981351595414,0.8035908428806137,0.7073085119783488,0.6996945583959769,-0.03497126723761134,,-0.3989879956941038,,,0.010823028382936806,,,,,,,,,-0.1961290184573487,0.023718868203934446,-0.5188959205575382,-0.32701706237111133,0.13943836559415693,-0.8174697778929919,1.2454357744336644,0.07419031129050353,1.4937889593239744,2.1118005707327323,1.5602178173229624,0.35085383921626806,-0.7660207762655582,-0.38071310979092443,-0.6152169205620244,0.47707866365052276,-0.3606837004619117,-0.6140247628569593,-0.9486511045134747
127305713,-0.6852123127414945,-1.0702261522414154,0.0739240813609399,-0.8448277126368031,-0.9805524919166311,-0.7664996517321498,-0.5186406532560821,0.0373199329405048,-0.5038548974916931,-0.1700928221705326,0.036027658667104334,-0.21775145870949,-0.6977769191807411,0.9997565201492628,0.8025644105051792,-0.5692703833330541,,0.0739240813609399,,,0.21969940962819845,,,,,,,,,-1.0360493054663948,0.24658937033158762,1.225388124860902,2.2302638462310393,-1.1305944575220201,0.4809173749140545,0.27380490858183987,0.35582942743283874,-0.0323270194382695,1.3955184413212152,-0.32348159512032654,0.3874008798167281,-0.3909399067838686,-0.6853077946760613,-0.5749908393099904,0.5831241727376101,0.032240777059001566,-0.2629583450374884,0.1298032863640531
149105520,0.7837080025504224,-0.5997120303707211,-0.3471387914564509,-0.0006101988520477137,-1.4704105196903514,-0.48546204661491066,-0.13065374396844695,0.2855338880478541,-0.10629696104275063,-0.44886131232456533,0.6193934345000455,-0.5335083737933632,-0.8397143787960785,0.06347943636846345,0.044997882991034445,-0.7644744987294301,,-0.3471387914564509,,,0.3440941027031803,,,,,,,,,-0.4530303413303277,-0.6817421224024054,0.5007307311447867,0.14005395924074115,0.19474641059665587,-0.4081084149515769,-0.4013011124335055,-1.2970291967529155,-2.00546849259378,-0.7759482312863528,-0.7062100467794068,0.34562045783053136,0.3416038740063517,-0.4210945006866872,1.243170362778471,-0.7122669383109369,-0.48333103937127125,-0.86918949645576,0.18303517607541211
15197,0.4571551516134603,0.04163592347282525,-0.19790652325668703,0.36777334844671866,0.30349701294192905,0.4086137360178798,-0.003745663018944405,-0.2391052888639839,-0.35245365521278876,-0.3636261783211986,-0.4272871637381139,-0.36682865576824475,0.3637589284764448,-0.5317470375245521,-0.43139917598641936,0.7167381003388424,,-0.19790652325668703,,,,,,2.3960376638847847,,,,,,-0.9680848855262072,-0.6736223659171281,1.0835067802370681,0.22053874437478627,-0.16937879927408747,-1.149457924839509,0.12650994842401475,-0.18583506377004566,-0.566813534163667,-0.7717170890135516,-0.7077367467714183,-0.7639488123064548,-0.27989792405109315,-0.38155247595551306,-0.2737854342169999,-0.41504003969845227,-0.47246219084508934,0.017971898631779764,0.7051130157203052
161913,-0.6741867450822273,0.327624298699505,1.7875608374552918,0.5638293112652698,0.7126856286632836,-0.45168124878490507,0.48078770109613017,1.0769230454849081,-0.19684035566227953,0.9786882068868595,-0.6627520094322353,1.6314802876976418,0.20109651735267228,-0.828033527106723,-1.2458147439424727,-0.37255293551130664,,1.7875608374552918,,,,,-2.093453695217035,,,,,,,-0.7539472213786613,1.1674165843904198,0.9893980191846796,0.12437007053540451,1.1168328553457396,1.4151113129100694,0.22729023286970335,-0.2201903709495123,0.1103726199705594,-0.7303165840499952,-0.677403637842805,0.9897698950460411,0.4333901123633192,2.147082347532227,0.054639226011167705,1.515238677769432,-0.46648971517180793,-0.7306488280460531,-0.40725230442668087
17561022,-0.7184326773675249,1.9524199172424488,-0.3275361703122272,0.739862144941247,1.3907865310267868,1.0646942806231947,0.17007112630000903,-0.372287142459487,-0.25862283125551505,1.8714331737110979,-0.2856661173181463,-0.7671185638577702,0.23051848513744874,-0.2038838125585029,-0.22695702903876183,0.9830168229088305,,-0.3275361703122272,,,,,,,,,,,,1.620099815314269,0.4471640327312849,-1.5920798207616091,0.10279047813310702,-0.37811158795091115,0.6769334314038219,0.4045172187540613,-0.7954002936781037,-0.979516541924443,-0.7358227930576111,-0.679396818439615,-0.39843144667730357,-0.8247778141931622,0.39411941484946955,0.5491440815618588,-0.8303729359925713,-0.43687044684105963,2.0343087668648705,0.5316177258329332
1756703,0.5911040576574162,-1.3397944514212354,0.17578263412088668,-1.167325682983134,-1.6983012512663387,-1.2375170595671179,-1.078331565723137,-1.2341702001014352,-0.38401598891071237,-0.37326187226754853,0.065668230556193,-0.2920511614518863,-0.8462249052575509,0.7988705501952814,0.4046170675445984,-0.9541603574466476,,0.17578263412088668,,,0.6802565905706929,,,,,,,,,-1.090395589108646,-0.5710925102197306,2.739292685586172,0.13680583716797154,1.1266181499615786,-1.1625882353307042,-0.15164846469875834,-0.7974492883531388,0.5236201401805517,-0.7083456676694388,-0.6648186048884546,1.0976694076216373,3.1067190486963407,-0.7964036204613868,-0.37849635810020166,-0.16640484111576037,-0.03473324971651321,-0.7160140404332563,-0.8756958497656582
