book_id,A1_commitment_vows__end_minus_begin,A1_commitment_vows__middle_minus_begin,A2_emotional_safety__end_minus_begin,A2_emotional_safety__middle_minus_begin,A3_everyday_tenderness__end_minus_begin,A3_everyday_tenderness__middle_minus_begin,B1_attraction_chemistry__end_minus_begin,B1_attraction_chemistry__middle_minus_begin,B2_emotional_intimacy__end_minus_begin,B2_emotional_intimacy__middle_minus_begin,C_explicit_eroticism__end_minus_begin,C_explicit_eroticism__middle_minus_begin,D_power_wealth_luxury__end_minus_begin,D_power_wealth_luxury__middle_minus_begin,E_coercion_brutality_danger__end_minus_begin,E_coercion_brutality_danger__middle_minus_begin,F1_sadness_grief__end_minus_begin,F1_sadness_grief__middle_minus_begin,F2_anger_frustration__end_minus_begin,F2_anger_frustration__middle_minus_begin,F3_anxiety_worry__end_minus_begin,F3_anxiety_worry__middle_minus_begin,G_courtship_rituals_gifts__end_minus_begin,G_courtship_rituals_gifts__middle_minus_begin,L_vices_addictions__end_minus_begin,L_vices_addictions__middle_minus_begin,M_health_recovery_growth__end_minus_begin,M_health_recovery_growth__middle_minus_begin,H_domestic_nesting__end_minus_begin,H_domestic_nesting__middle_minus_begin,I_humor_lightness__end_minus_begin,I_humor_lightness__middle_minus_begin,J_social_support_kin__end_minus_begin,J_social_support_kin__middle_minus_begin,K_professional_intrusion__end_minus_begin,K_professional_intrusion__middle_minus_begin,N_separation_reunion__end_minus_begin,N_separation_reunion__middle_minus_begin,O_aesthetics_appearance__end_minus_begin,O_aesthetics_appearance__middle_minus_begin,Q_miscommunication__end_minus_begin,Q_miscommunication__middle_minus_begin,Q_repair__end_minus_begin,Q_repair__middle_minus_begin,R1_protective_caretaking__end_minus_begin,R1_protective_caretaking__middle_minus_begin,R2_alpha_guarding__end_minus_begin,R2_alpha_guarding__middle_minus_begin,R_jealousy_possessiveness__end_minus_begin,R_jealousy_possessiveness__middle_minus_begin,S_scene_anchors__end_minus_begin,S_scene_anchors__middle_minus_begin
104659050,0.0007853388178060547,0.0034103910904288016,-0.03024705701255212,-0.008940635175073763,-0.0013671630067295538,-0.004357171775559457,-0.02007774243580375,-0.02132701339542427,-0.0005404916203367478,-0.0007671568081363057,0.004246205280990345,0.03597411722211516,0.013494472021693037,0.0008646107050488336,0.030089743501712306,-0.006945989363806029,-0.006912918657219782,-0.006903015181602624,-0.01140033143837596,0.0010879638685021703,-0.01359316212984242,-0.03124427198862713,-0.0046575019195885005,-0.014884510634309529,0.04745795331500979,-0.007360580182986701,-0.00011172945679739296,0.02075434492328727,0.006989168297725584,0.014885667203956454,-0.005241391512859551,-0.0016509909432002486,0.04718303836026481,0.015511673666578449,0.011110976112244708,0.07449400654085854,0.0033066714334030233,-0.0009336798395286848,0.0011883998548673615,0.0467503503498856,0.011966060807324697,-0.011731408135329947,0.03320976096857781,0.03851752946123652,-0.013349956204130792,0.035003790080840924,-0.0007721783721448537,0.03419301989791183,-0.0004018507299604916,0.034744430458161245,-0.009330912427045271,-0.027453731882305474
11266880,0.0014846406530708777,0.0005695190212058226,-0.0019593242158378044,-0.0017820810487738925,0.017559966382162916,0.015471943127704542,0.026763131962706493,-0.009595496309612372,0.006845471656328626,-0.00648480663548906,-0.03941099444164847,-0.015216850382465064,0.02620245923763692,-0.03050875957382427,-0.015051243106403843,-0.016095874081326705,0.0021452467838286,0.0014669955426064455,-0.025049732593445576,-0.03971643456027012,-0.0125555592209258,0.027656748739434245,-0.01042149122702103,-0.00237015596856331,-0.015296320752007167,-0.027882280478230693,0.0361788383257648,0.01415542391324075,-0.01834965083734169,-0.04264788192929456,0.004677548560760646,0.0027726556478881517,0.005361266382716393,-0.01531940285200167,0.004356242899904446,0.022621262419346845,-0.00943237134616408,0.027251117095903284,-0.023587076959403156,-0.02497049012589865,-0.0002689732480033319,-0.009146079877858725,-0.014166457266584893,0.007741955241374665,0.01929245339093502,0.005508458005195754,-0.016720996034462712,-0.016267161305786617,-0.016795222848706028,-0.016596426477317534,-0.029541516073819024,-0.02918665165917267
123257687,0.0033116718054877004,-8.171525847740268e-05,0.00664225494425881,0.038741246628798624,-0.028271493621510314,-0.02937085008222072,-0.04336385105169302,0.036033955349099686,-0.02844094372990262,-0.0357881233466917,0.033221092244480645,0.0645397835426448,0.09349003591287793,0.006077389964718363,-0.013552303374315367,-0.015161693696333502,0.0017628298635533105,0.00016366920599411713,-0.06115108371232064,-0.00023261034212201936,-0.09959373004334128,-0.08286008801438294,-0.019321678677100187,-0.02273712725871528,-0.08399780760288389,-0.06286644799901844,-0.03660087889156288,-0.011247636947305652,0.03559190630150752,-0.002237945734981761,0.01699089145340923,-0.004905375144472112,0.1560574376534186,0.03639227953611268,-0.06670408572055132,-0.043840878082645654,-0.05656352199741941,0.0031912614725611854,0.014125318235318901,-0.013084318346270794,0.045898969987568095,-0.019665208994043892,-0.010575134049401136,-0.012006470577380385,0.01063033829127763,0.037842825465538826,-0.005578863554863332,0.019446910446900223,0.0005816809076514154,0.026087528170708838,-0.010801719556033998,-0.035463719110146244
123446478,0.000852395581097686,0.00017244093178570247,-0.055482762434979696,0.0010994508891689347,0.04024612341115405,-0.021482590676369675,-0.04708409913656282,-0.08454680836973731,0.03270959399311131,-0.019872801773163203,0.056137318121859583,0.06700565025380065,-0.03133697840417465,0.0019019425280618757,-0.004712884728660745,0.015219054675663181,-0.005064233058376505,-0.00494220080201721,0.02443724086650248,0.018652992901591503,0.03335114398731427,0.03399326789449075,0.017833676145817615,-0.0002493324353396453,-0.01739763708787366,-0.01904011222924489,0.04886831381072936,-0.013313085196356845,-0.001685993240318956,-0.07118825778204416,0.0006345228214190229,-3.049605744565812e-06,-0.012177648369009017,-0.002765764364181064,0.005397392089654243,0.015865027551506046,-0.005077436942483356,-0.03404545641793718,-0.002624077089345789,0.024535959245774615,-0.02492564404708342,-0.02001705567542022,-0.08236219239141358,-0.1001704789073134,-0.056790920646538234,-0.06486947279976768,0.021757366110629946,0.02568074387109329,0.009399601371412745,0.02640895093630988,0.036661411442481126,0.025647217324392332
127305713,-0.005345425500382507,-0.0021952528875717565,-0.012544222699590758,0.0009685524866935372,-0.0007242851732864803,0.02149949923830593,0.03517772302896753,0.04025106266346622,-0.027459817190275564,-0.007001879665981339,-0.021654033883529374,0.037837770472330855,-0.012695717964155251,-0.013430669479221898,-0.001804323869796173,0.0004899270786809795,-0.001838640702822502,0.0003681378134782493,0.0327899099774982,-0.051389912846119976,0.05604124037256214,-0.049255253645736186,0.015749259165281145,0.0015349006484316717,0.04348312226824179,-0.011921973308645521,0.009537323475549829,-0.0058458975497964055,-0.02623381075411657,0.014688345696168503,0.0005966577703208006,-0.0021121528885815304,-0.005470471017714196,-0.019470770143474564,-0.0633540390323474,0.001319543476987095,0.012179408170749199,-0.005801736631627388,0.0003940753618451578,0.002483132083476826,0.0010984686152476705,0.0005948369443930235,0.0009088032445683653,0.02822625925890354,-0.07004358769261704,0.0035895440507738297,0.03552383527788482,0.03362705220868999,0.00598949267713449,0.032953595752572486,0.03933868075654943,0.022856759982610962
149105520,-0.0036479752628668753,-0.0034200100059407186,0.0012718345452467396,0.017383310669516927,0.0075269752575398904,-0.00034563383148405145,-0.018171512135167683,0.032160940728806126,-0.013154697728650336,-0.012142786415825321,0.05206940460230418,0.04289966399396525,-0.04528826017518522,-0.08221548042809078,0.00819536283090464,0.0021749537565941253,0.007986112813251983,0.0021685882778618056,-0.10436586241072615,-0.15625057809504914,-0.11117452083334349,-0.15626697223100197,0.0002460025926100625,0.015356929528915148,-0.08801563142728847,0.018546569549934583,-0.013933392760295295,0.012797442317761337,-0.08671181991636823,0.04299532636033071,-0.010471528483357882,0.012334405927919387,-0.016870109243737517,0.054172841434353886,-0.011771882138943215,-0.025184460449105342,0.05464202200012446,-0.06037781689243132,0.011780950085291904,-0.031163559176645168,-0.007853360859599388,0.031187051339752636,-0.02437269201152052,-0.023194408080809435,-0.07114308271226319,0.027427582478093654,-0.019790009054737153,-0.019191196873008125,-0.02043081764161319,-0.020156874067260414,0.07036138823327936,0.12364106080843032
15197,-0.003064184824204041,0.001284601120176125,-0.003109340412091639,0.0805850182461199,0.02830909318518626,-0.0011644135185645676,-0.05150563345767051,-0.03827186190752016,0.028289125270768684,-0.0026667216460148904,-0.10219793725059206,-0.037414136462449246,-0.06199246662263259,-0.040010384122388984,-0.0027678661742092164,0.0018836023015950968,-0.0025983660421932935,0.0021972802988365564,-0.03637866450321996,-0.018745518393226107,0.014808773466395253,-0.00015434467073766056,-0.0023986584129226333,0.09004125703847571,-0.06828766276992841,0.016583819817960546,0.026701705121395587,0.0002997847851309741,-0.015283369631829996,-0.02673073060518355,-0.004343858808224883,0.0035840598544867788,0.014457351003045578,0.004947053898991589,-0.013403956869484972,-0.05249025307756573,0.017098399310297746,0.014647917508257051,0.030577231809884545,-0.0073328000962432265,0.019260783756813463,0.011847007083245473,0.006415096936384022,0.027624024180914076,0.01984966988744101,0.06842892726090176,-0.0019731623847459336,-0.0031432391059000413,-0.0011399264661116747,-0.0018449878069094856,0.006943782373721806,0.12290333257801007
161913,0.00023315884109709434,0.0004956555288710448,0.01860323183239187,-0.008619134851166164,0.030695906378882924,0.0048660677063655875,-0.09506268279053862,-0.09530018601003158,-0.022088613670966796,-0.009200461896423845,-0.08572108474443925,-0.09071522361259121,0.03547361410312677,-0.060733914497088815,0.03592059990407505,0.0028076047989287582,-0.0003319232057898639,0.0025497612098900673,-0.03912254487072617,0.0377421280579132,-0.03586377283622759,0.04078605808861124,0.020595810797752846,0.005807961946606658,0.07199525775525775,0.008338269007588932,0.02194812071839299,-0.004706428212799867,0.06983421892721464,0.0010420453209747937,-0.009547004115069493,0.0037224504953202106,-0.0167031626409386,0.03819082185065648,0.077685844907519,0.02069927663863641,0.0005143894720623164,0.0009011234438534178,-0.00023233737867407386,0.0033147747332148434,-0.012502305150660548,0.01176881645652745,0.02764473509904765,0.056290539923950646,0.03670876630579055,0.022660811516648657,-0.000247737495158655,0.012358768630379883,-8.178818447552292e-05,-0.0003675247222228162,0.05292302935862918,0.009937487294397085
17561022,7.20256852635656e-05,0.016079413912772463,-0.016485235306910522,-0.015855689068641182,-0.016085031870316378,-0.03863192028804474,-0.04809457848840349,-0.05796431769703246,0.003447603603737269,-0.015586599913359412,0.01165149193294826,-0.05137744914292902,0.011710731462340078,0.07820783243662,0.0008174458251066202,-0.0020786725496900575,0.0007612805411629873,-0.0022747197091570505,-0.02200960669875826,-0.03268832192171052,-0.0016875800762836263,0.052839579140335366,-0.00805390111010374,-0.02259664807167591,-0.01001453211539842,-0.023482768844982165,-0.0025078411684503824,-0.038240954653263694,-0.06796004682367279,-0.08037997290054351,-0.030038068251911073,-0.030941790709415773,0.04802555717283265,0.1657098795459433,-0.02771313096492318,-0.05047231868172731,0.021414401677563345,0.00040392023408659765,-0.0006373835544869911,0.003051733581163978,0.043558211597627454,0.049946796363031974,0.007715274636531698,0.01423600045519356,-0.020230069754554214,-0.04369145619183307,-0.024621604251359286,-0.014487454811559913,-0.024251595913952987,-0.014367499561144312,-0.04370727724996598,-0.03701091107787154
1756703,-0.018860821884633252,-0.01701937092526757,-0.024242618610020625,-0.024726853477795296,0.009328532338545727,-0.0008715073285040893,-0.005810548176176537,0.013817353548202009,0.006844149000788148,0.006344883452552333,-0.026433078153300878,-0.015633304939931668,-0.07377930494963893,0.040316739993653816,-0.0019184556095568454,-0.0034232628281161094,-0.0018912596665951733,-0.003457690483174572,0.027804169216255045,-0.040240923398081094,-0.053024933697239054,-0.07081686796537776,-0.008890569548446558,-0.009358573412930692,-0.011938217985072823,-0.004670156713005302,0.014825781560819538,-0.0055948786777950035,-0.005386631497860228,-0.08393621175328604,0.006576829915641704,-0.00017781535285327048,-0.02945752391424429,0.07812704364823816,0.02206732148297441,-0.028198728934341007,0.0028833171677056617,-0.010707101883408556,-0.0007500228220031682,0.0022298838043021477,-0.0007113554097147408,0.01689681607045861,-0.03356731916194252,-0.033612313988017624,-0.01046947502992955,-0.05928338744070714,-0.0011349684227959884,-0.0016994748545755374,-0.0006074057439777846,-0.0009436687644441724,-0.014581996104659503,-0.08006115613755493
