book_id,A1_commitment_vows,A2_emotional_safety,A3_everyday_tenderness,B1_attraction_chemistry,B2_emotional_intimacy,C_explicit_eroticism,D_power_wealth_luxury,E_coercion_brutality_danger,F1_sadness_grief,F2_anger_frustration,F3_anxiety_worry,G_courtship_rituals_gifts,L_vices_addictions,M_health_recovery_growth,H_domestic_nesting,I_humor_lightness,J_social_support_kin,K_professional_intrusion,N_separation_reunion,O_aesthetics_appearance,Q_miscommunication,Q_repair,R1_protective_caretaking,R2_alpha_guarding,R_jealousy_possessiveness,S_scene_anchors,H1_love_over_sex_log,H3_luxury_saturation,H3_love_depth,H3_interaction,H4_protect_over_jealous_log,H5_dark_over_tender_log,Q_repair_over_miscomm_log,H1_chemistry_over_sex_log,H1_tender_over_sex_log,H1_vows_over_sex_log,H4_tender_over_alpha_log,H5_trauma_over_safety_log,H5_anger_over_tender_log
104659050,0.02530113358349153,0.040379712379662244,0.01447696832801113,0.11622045820996,0.012433832801659784,0.10155030673637372,0.059700411529802384,0.015787713636477244,0.0127983208200385,0.11147601814603963,0.12440435878254368,0.01770291756522274,0.05056623728685697,0.022261537530589025,0.20956968722522584,0.02439290458625427,0.06063819997391594,0.04867567154607151,0.02217182601810741,0.011829320012044953,0.032816429790576244,0.039737081248469336,0.18704922053991443,0.011913536449333115,0.008791334368844068,0.07734703678816851,0.7208754630442145,0.059700411529802384,0.20881210530278468,0.012466168618980677,3.119242435044045,0.7205813702722861,0.1913501830293285,0.1349333376930506,-0.6158219478034059,-1.389675432313631,2.7536179348400376,-0.3453989802680568,-0.14331821068803263
11266880,0.010786417570822446,0.047526742010253656,0.010901293752582914,0.09403325976180671,0.011395442072426118,0.08718241468437209,0.05622675559234803,0.013003947002455054,0.010346818231820227,0.12615551429913952,0.14095801470974897,0.010851267091765164,0.04524097270725373,0.02017211346838383,0.2058009430736051,0.013406913513220011,0.05443232371097277,0.05346959152282652,0.02233307984165565,0.015096658813573055,0.027432728227079897,0.031832210610560734,0.18744064820313294,0.016199268328522812,0.011307980638436962,0.06852439668287007,0.6947363904691026,0.05622675559234803,0.17464315516789183,0.009819618001501567,2.8907610729300863,1.0134397026199087,0.14873689006543112,0.07564506716852692,-0.40020116025405317,-2.0896336990460327,2.448439781801195,-0.7106410027196337,0.17947891557265683
123257687,0.022165177527962456,0.0510920303560981,0.011993211487861859,0.08368233091706716,0.01649795270668948,0.06286871727074456,0.07867984621467693,0.012870027031212532,0.010283433533842253,0.12180572319801777,0.1400083821594366,0.012194928278356953,0.0458321144510537,0.01956118282820438,0.21597494128074007,0.013798562154497474,0.056837757651956956,0.05928555102326493,0.02247037252686479,0.011781300370530733,0.03159614512496616,0.031217093102613985,0.19804845806365848,0.017332956260588634,0.013892674573112895,0.07303937296868909,1.0816220309932099,0.07867984621467693,0.18543070299567904,0.014589659195179459,2.7409814495608353,1.0453974981557326,-0.012068938495612525,0.28597519959939977,0.003438103096096601,-1.0424970129967575,2.4358494203245105,-0.7914606526912897,0.1954541714012663
123446478,0.012320381623808455,0.05166646449686098,0.012261728614491365,0.08730196489963676,0.012432656986273913,0.08609353431207659,0.06424523245073686,0.012286094336025203,0.009851733178430674,0.11443551813065987,0.13260309983406382,0.017930301564729734,0.049131916988153536,0.019046158057511735,0.23246673094434314,0.014821802199468563,0.054762303687296274,0.05081376081765429,0.02275307966937271,0.010905873041867273,0.02505066697574139,0.035170000227905736,0.21714106828554636,0.016446479929178224,0.01225700638740258,0.07725206957533436,0.7149482703581596,0.06424523245073686,0.17598319662107148,0.011306081374344468,2.9473819205552725,0.992847906864845,0.3392815146308896,0.013938495741280477,-0.29766981546356064,-1.944109832115462,2.5803795622018297,-0.8474953019217843,0.13749733855049717
127305713,0.00671735772816809,0.0502233730911674,0.010107441045204824,0.08512662726947014,0.013881937638097877,0.06538712530834048,0.07627064511681249,0.01197043249100287,0.009199570289685781,0.11388359040657213,0.13205086022799226,0.010265102617589278,0.045642026668530254,0.019293406753765098,0.2328947548829886,0.014870321904500576,0.05940813074743334,0.057575162510224126,0.021219366343630947,0.012012568607068824,0.026502932005348957,0.029988969976264223,0.21165974416990405,0.017259454763223166,0.012252945703193525,0.07154637058050155,0.9319948679957579,0.07627064511681249,0.16605673677210833,0.01266525443960142,2.9275254831995996,0.9924270763412533,0.12356989208986269,0.26381095588982495,-0.0804811095478617,-2.275496932789688,2.506566696413968,-0.8638679765844572,0.13996911005685186
149105520,0.008346980590199646,0.05140814356215355,0.009195170829810395,0.11603449502381666,0.014808300533380505,0.07646318532631477,0.06527578981087166,0.011171270662813832,0.01053837736644221,0.10482530505827914,0.11672712361363427,0.00708808526338978,0.04819835460395217,0.021111748576774073,0.23297811519157835,0.019717029625911604,0.052013475117772524,0.06296021656522538,0.026784507666587735,0.017297301027372085,0.02271917440823146,0.03039291887055335,0.20993038603657874,0.014407164287687287,0.010298949295975364,0.06692961609390971,0.960464823357333,0.06527578981087166,0.19979309053936073,0.013041651783711762,3.0810173237352245,0.6201392664998677,0.2909892810071004,0.41707367034547493,-0.2324563804117208,-2.2148028014112824,2.6789857338283323,-0.8620132141661689,-0.22169946854392197
15197,0.009919529806087828,0.051271259294048736,0.00987972736183758,0.10900277820036758,0.013231522438776584,0.09423344966226639,0.06922018873474696,0.01280836324827125,0.011290393688900946,0.10796959293112551,0.12540171202058303,0.017863031867006583,0.060742492193299046,0.021998937593835022,0.22235611137734726,0.016641613874702293,0.055044585475359065,0.0518308456372672,0.022600593672772964,0.013694218584315406,0.024561912201632424,0.03246579093556143,0.19557058634287688,0.013367506993725825,0.009668843171794634,0.08786362656006118,0.718487657009161,0.06922018873474696,0.1933048171011183,0.01338059592307515,3.073030698733165,0.7449594518195635,0.27898007832256466,0.1455967216221712,-0.43242347254932056,-2.25117949465255,2.6830247664571822,-0.7549480965630697,-0.12408897858251589
161913,0.008472264662639386,0.04076713348205301,0.01614414561117615,0.08065988294898775,0.009237634007586176,0.09864462403530792,0.10905765006637783,0.0147652563218387,0.01127742011561376,0.11791583277135002,0.13763149479699843,0.019682594616410268,0.047439957587423184,0.024040125227335677,0.2474347552347661,0.01791545204478726,0.07937973716422585,0.04757346183284797,0.01950444542761761,0.00789495681172188,0.043365564047846174,0.03339862531355651,0.18645971921877114,0.011860581250055346,0.007286857010295332,0.06581255131708211,0.45370933672008995,0.10905765006637783,0.15528106071244246,0.01693458758111352,3.303678905249404,1.1417742330198053,-0.26114404877841935,-0.20128013705967795,-0.5500227538607523,-2.454618000268432,2.7549158850953166,-0.44812574252249604,0.2712981241983008
17561022,0.005471047009896949,0.03839936680526877,0.015403271332189822,0.07825019933824216,0.008783603682577015,0.13785305660439376,0.06067205420323045,0.014533030218636278,0.011337967270437314,0.11382549153579219,0.13122019308491775,0.023132434127627305,0.05248929767263403,0.021788440498685564,0.20819411343627797,0.016991413469534488,0.05670519049175536,0.05055308273687284,0.015983296049025347,0.005658064108575303,0.019410811912018378,0.032102965752219464,0.1819689287746913,0.013456321505372196,0.00958080650774315,0.08661744258725476,0.05952176055683611,0.06067205420323045,0.1463074881681747,0.008876775852477994,3.0153169268835778,1.1355069452999411,0.5030978239553248,-0.5662714083983369,-0.9408544764532136,-3.226542793434145,2.6043181391276895,-0.39490580598574,0.2683672115136311
1756703,0.015416731381916987,0.04670896828834258,0.01140758368810314,0.08384347228636212,0.012050476105285568,0.05971533879272719,0.07383565823679868,0.010978816872854041,0.008845623664364035,0.09366243634047097,0.10913788272211299,0.006024593792773748,0.04040546140219869,0.01642494456651411,0.20625744116088884,0.016959462712386422,0.05664405833384076,0.05993412962107482,0.021088159173553875,0.01373575685618432,0.026491559671856624,0.03175801108982496,0.1819311764667298,0.01700933421032207,0.011563191304320646,0.06102954280489785,1.0428237610773856,0.07383565823679868,0.1694272317500104,0.012509771179500653,2.8450974982172674,0.842238848907815,0.1813125724539577,0.33935789768547986,-0.027137946917297207,-1.3540874290583504,2.369812906758902,-0.8569916070374046,-0.023545412108373576
