book_id,sum_prob,frac_topics_gt_0_001,frac_topics_gt_0_005,frac_topics_gt_0_01
104659050,1.0,0.6793478260869565,0.13858695652173914,0.03804347826086957
11266880,1.0,0.720108695652174,0.14130434782608695,0.019021739130434784
123257687,1.0,0.720108695652174,0.1331521739130435,0.02717391304347826
123446478,1.0000000000000002,0.7010869565217391,0.12771739130434784,0.03260869565217391
127305713,1.0,0.7309782608695652,0.11684782608695653,0.029891304347826088
149105520,1.0,0.720108695652174,0.11413043478260869,0.03260869565217391
15197,1.0,0.6847826086956522,0.1331521739130435,0.021739130434782608
161913,0.9999999999999999,0.6739130434782609,0.10326086956521739,0.03260869565217391
17561022,1.0,0.6440217391304348,0.10326086956521739,0.03260869565217391
1756703,0.9999999999999999,0.7228260869565217,0.125,0.021739130434782608
18692741,1.0000000000000002,0.6005434782608695,0.10054347826086957,0.03260869565217391
201413413,1.0,0.6086956521739131,0.10054347826086957,0.02717391304347826
20346544,1.0,0.6304347826086957,0.09239130434782608,0.029891304347826088
208153130,1.0,0.7255434782608695,0.14130434782608695,0.019021739130434784
21787,0.9999999999999999,0.6304347826086957,0.11956521739130435,0.035326086956521736
22609391,0.9999999999999999,0.6902173913043478,0.11684782608695653,0.04076086956521739
22707536,0.9999999999999999,0.6766304347826086,0.14402173913043478,0.035326086956521736
23518136,1.0000000000000002,0.6521739130434783,0.11141304347826086,0.03260869565217391
27394781,1.0,0.6521739130434783,0.125,0.035326086956521736
28675670,1.0,0.7663043478260869,0.125,0.02717391304347826
28869598,0.9999999999999999,0.7038043478260869,0.11956521739130435,0.03804347826086957
28963772,0.9999999999999999,0.7364130434782609,0.10869565217391304,0.021739130434782608
29424551,0.9999999999999999,0.7336956521739131,0.12771739130434784,0.024456521739130436
29939161,0.9999999999999999,0.6929347826086957,0.14130434782608695,0.03804347826086957
30291077,0.9999999999999999,0.6059782608695652,0.125,0.02717391304347826
30618705,0.9999999999999999,0.6358695652173914,0.12228260869565218,0.04076086956521739
30627346,1.0,0.717391304347826,0.10597826086956522,0.02717391304347826
306364,0.9999999999999999,0.7364130434782609,0.125,0.021739130434782608
31276376,1.0,0.7364130434782609,0.12228260869565218,0.02717391304347826
31424202,1.0000000000000002,0.7038043478260869,0.12771739130434784,0.03260869565217391
31625455,1.0,0.7146739130434783,0.12228260869565218,0.029891304347826088
32195234,0.9999999999999999,0.6630434782608695,0.14130434782608695,0.035326086956521736
33743772,1.0,0.717391304347826,0.12228260869565218,0.03260869565217391
34272677,1.0,0.6168478260869565,0.1358695652173913,0.04891304347826087
34322023,0.9999999999999999,0.7038043478260869,0.11684782608695653,0.035326086956521736
34438741,1.0,0.7092391304347826,0.14673913043478262,0.019021739130434784
34812836,1.0,0.7364130434782609,0.125,0.019021739130434784
35008850,1.0,0.7038043478260869,0.12228260869565218,0.029891304347826088
35053870,1.0,0.7391304347826086,0.11684782608695653,0.029891304347826088
35109856,0.9999999999999999,0.6983695652173914,0.12771739130434784,0.03260869565217391
36429604,0.9999999999999999,0.6141304347826086,0.08695652173913043,0.02717391304347826
36437212,1.0,0.6440217391304348,0.16032608695652173,0.03260869565217391
36512901,0.9999999999999999,0.5679347826086957,0.08695652173913043,0.02717391304347826
36564103,1.0000000000000002,0.7418478260869565,0.12771739130434784,0.02717391304347826
36600859,1.0,0.6467391304347826,0.10869565217391304,0.024456521739130436
36662463,1.0,0.6413043478260869,0.1331521739130435,0.03804347826086957
40131614,0.9999999999999999,0.7255434782608695,0.14673913043478262,0.024456521739130436
4066312,1.0,0.7309782608695652,0.11684782608695653,0.019021739130434784
40727118,1.0,0.720108695652174,0.125,0.021739130434782608
42427664,1.0,0.7119565217391305,0.14673913043478262,0.021739130434782608
43728457,1.0,0.6711956521739131,0.10054347826086957,0.03260869565217391
44099084,0.9999999999999999,0.7092391304347826,0.1331521739130435,0.02717391304347826
44168447,1.0000000000000002,0.6630434782608695,0.125,0.04076086956521739
45156972,1.0,0.7472826086956522,0.1358695652173913,0.029891304347826088
45857023,1.0000000000000002,0.625,0.125,0.043478260869565216
46142566,1.0,0.6413043478260869,0.10869565217391304,0.029891304347826088
48572514,1.0000000000000002,0.7554347826086957,0.10869565217391304,0.021739130434782608
49571946,1.0,0.6929347826086957,0.1358695652173913,0.03804347826086957
51208558,1.0,0.6603260869565217,0.11141304347826086,0.05434782608695652
51778361,1.0,0.6847826086956522,0.1331521739130435,0.035326086956521736
