book_id,rating_tier,taxonomy_main_group,taxonomy_main_name,abs_share_subgroup,within_group_share,group_sum,mapping_confidence,modeled_mass,other_share,paratext_share,noise_share,unmapped_share
104659050,middle,"Conflict, Risk & Harm",Interpersonal Non-Romantic Conflict,0.001719818123303777,0.10449867591346194,0.016442943637650927,high,0.999097413250542,0.0004468529949471778,0.0009025867494580424,0.00039300842641396775,5.384456853320697e-05
104659050,middle,"Conflict, Risk & Harm","Violence, Threats & Coercion",0.014737980104953228,0.895501324086538,0.016442943637650927,high,0.999097413250542,0.0004468529949471778,0.0009025867494580424,0.00039300842641396775,5.384456853320697e-05
104659050,middle,Embodied & Sensory Experience,Body Parts & Physical Reactions,0.008718946312381652,0.45483122321855507,0.019152327857634835,high,0.999097413250542,0.0004468529949471778,0.0009025867494580424,0.00039300842641396775,5.384456853320697e-05
104659050,middle,Embodied & Sensory Experience,Exercise & Physical Activity,0.010450683799384072,0.5451687767814448,0.019152327857634835,high,0.999097413250542,0.0004468529949471778,0.0009025867494580424,0.00039300842641396775,5.384456853320697e-05
104659050,middle,"Emotions, Cognition & Inner Life",Ambivalence & Internal Conflict,0.009983156122697488,0.05288192751591733,0.1886116094248111,high,0.999097413250542,0.0004468529949471778,0.0009025867494580424,0.00039300842641396775,5.384456853320697e-05
104659050,middle,"Emotions, Cognition & Inner Life","Beliefs, Values & Moral Reflection",0.021849186459532682,0.11573765655210136,0.1886116094248111,high,0.999097413250542,0.0004468529949471778,0.0009025867494580424,0.00039300842641396775,5.384456853320697e-05
104659050,middle,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,0.11653346747715086,0.6172911957466279,0.1886116094248111,high,0.999097413250542,0.0004468529949471778,0.0009025867494580424,0.00039300842641396775,5.384456853320697e-05
104659050,middle,"Emotions, Cognition & Inner Life",Positive Emotions & Security,0.04041619149857242,0.21408922018535337,0.1886116094248111,high,0.999097413250542,0.0004468529949471778,0.0009025867494580424,0.00039300842641396775,5.384456853320697e-05
104659050,middle,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",0.15394631205405188,0.43136306203819486,0.3565612721356405,high,0.999097413250542,0.0004468529949471778,0.0009025867494580424,0.00039300842641396775,5.384456853320697e-05
104659050,middle,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",0.11895659959809604,0.33332063865401074,0.3565612721356405,medium,0.999097413250542,0.0004468529949471778,0.0009025867494580424,0.00039300842641396775,5.384456853320697e-05
