topic_id,label,top_n,top_mean,top_median,top_q1,top_q3,top_std,middle_n,middle_mean,middle_median,middle_q1,middle_q3,middle_std,trash_n,trash_mean,trash_median,trash_q1,trash_q3,trash_std,cliffs_top_trash,cliffs_top_middle,cliffs_middle_trash,kruskal_stat,kruskal_p,mw_top_trash_stat,mw_top_trash_p,mw_top_middle_stat,mw_top_middle_p,mw_middle_trash_stat,mw_middle_trash_p,kruskal_p_adj,mw_top_trash_p_adj,mw_top_middle_p_adj,mw_middle_trash_p_adj,prevalence,mass,concentration_ratio,scene_summary,label_is_noise,middle_relative,abs_cliffs_top_trash,direction,tier
136,Excited Diversion,30,0.0011845130535662,0.0010429246543411,0.0009593421828578,0.0012859827114546,0.0004178186235631,32,0.0010116294452914,0.0009327382663937,0.0007161568502206,0.0013264338520694,0.0003298709579656,30,0.0008983213664667,0.0008246786773936,0.0006323027374545,0.0010639923681637,0.0003802141086367,0.4622222222222222,0.2416666666666666,0.2020833333333333,9.27253097241703,0.0096938318624252,658.0,0.0021566378212297,596.0,0.1037536775209856,577.0,0.174054787707623,0.526834887246048,0.2012115775538827,0.803254353877682,0.8836075805125092,0.4456521739130434,0.001031056248373,2.547247759343248,"The couple, excited and thrill-seeking, plans a fun activity together.",False,0.8943485735775488,0.4622222222222222,Top ↑,Tier 1
82,Frightened Admissions,30,0.0016069397981183,0.0014963746461461,0.0013114822215912,0.0018640920681594,0.0004096596502071,32,0.0015267238725146,0.0014729221182368,0.0013420975877514,0.0017644516431889,0.0004848582905859,30,0.0013782127285954,0.0012449979141322,0.0010396364387918,0.0015252462929468,0.0005212828535266,0.3911111111111111,0.0770833333333333,0.25625,6.624766245909257,0.0364292548322275,626.0,0.0094682697086152,517.0,0.6071572556153206,603.0,0.0844332138720946,0.526834887246048,0.3151573199952485,0.9557176373752148,0.8836075805125092,0.8586956521739131,0.0015044536926291,2.0174887101936294,"She admits her fears and insecurities to him in a quiet, intimate setting.",False,0.9843270357443704,0.3911111111111111,Top ↑,Tier 1
150,Deflecting Blame,30,0.0015027909353892,0.0014963670820074,0.0012979376751808,0.0016277499786191,0.0003183320709956,32,0.001630097763579,0.0014364445920776,0.0013158001218535,0.0018348838118245,0.0006256023484821,30,0.001763548812603,0.0016581600374506,0.00150516249728,0.0020331414031574,0.0005099647066892,-0.3866666666666666,-0.0895833333333333,-0.24375,6.400362318840564,0.0407548201899656,276.0,0.0103146724023379,437.0,0.549405685546141,363.0,0.1007957868132683,0.526834887246048,0.3151573199952485,0.944204746013971,0.8836075805125092,0.967391304347826,0.001632101313851,2.670228038501349,"He tries to deflect blame for a past mistake, but she insists it's not his fault.",False,0.8662882188726012,0.3866666666666666,Trash ↑,Tier 1
321,Emotional Relationship Delusion,30,0.00216803994762,0.0016685826124324,0.0013974891321275,0.0021756246161733,0.001382457644235,32,0.0016056519720034,0.0015628909583317,0.0012056911839102,0.0019394423822114,0.0006249219866861,30,0.0018616798639171,0.001419963358771,0.0010826546207155,0.0017626802458136,0.0024076696480687,0.3822222222222222,0.2416666666666666,0.1291666666666666,6.565392706872387,0.0375269343895478,622.0,0.0112277644666888,596.0,0.1037536775209856,542.0,0.3863349256489309,0.526834887246048,0.3151573199952485,0.803254353877682,0.8836075805125092,0.8804347826086957,0.0018725267114154,7.687276731400323,"She struggles to understand her confusing feelings about their relationship, sitting alone in her room.",False,0.9366577675093783,0.3822222222222222,Top ↑,Tier 1
313,Adrenaline-fueled Racing,30,0.0011102044572389,0.0009858485960928,0.0005284976441716,0.0013633892527736,0.0008293946252545,32,0.0007334561105578,0.0006719962623106,0.0003838173876179,0.001080548677235,0.0004442034675234,30,0.0006844107598874,0.0005249137127184,0.0003870713539889,0.0009645975347764,0.0005172074344556,0.38,0.2895833333333333,0.1041666666666666,7.123278985507227,0.0283922376671425,621.0,0.0117106837928731,619.0,0.0510692117960022,530.0,0.4856449387719904,0.526834887246048,0.3151573199952485,0.803254353877682,0.8836075805125092,0.3478260869565217,0.00084031578317,4.352154751202041,The couple's hearts race as they watch thoroughbreds compete in a thrilling race.,False,0.6816423909408518,0.38,Top ↑,Tier 1
330,Smiling And Laughing Together,30,0.0008965224234659,0.0008816580008463,0.0006942890152289,0.0010471519040129,0.0003051637756599,32,0.0012389107338763,0.0008238192692753,0.0006193966889391,0.0009962631941608,0.0022217483156146,30,0.0007164357735852,0.0006880849239172,0.0005013770430713,0.0008992760071892,0.0002657909182229,0.3688888888888889,0.1395833333333333,0.2416666666666666,6.361100397381961,0.0415627810413833,616.0,0.0144121833498758,547.0,0.3489063965375663,596.0,0.1037536775209856,0.526834887246048,0.3151573199952485,0.8750103185323755,0.8836075805125092,0.2717391304347826,0.0009568901021258,13.863483880725576,"The couple, smiling and laughing, shares playful moments together.",False,0.9343976633170692,0.3688888888888889,Top ↑,Tier 1
70,Kitten Rescue And Bonding,30,0.0009654840785162,0.0006706491275487,0.0005621547353534,0.0008823214184235,0.0007438368440165,32,0.0008497089031422,0.000618214266749,0.0004916986766775,0.0009430218494114,0.0009066922395523,30,0.0008898255102547,0.0005162330473281,0.0004407733010639,0.000791201666269,0.0011577436524572,0.3688888888888889,0.1458333333333333,0.2333333333333333,6.294237961664294,0.0429757626789818,616.0,0.0144121833498758,550.0,0.3275946323054062,592.0,0.1162806282741636,0.526834887246048,0.3151573199952485,0.8750103185323755,0.8836075805125092,0.1847826086956521,0.00090054318004,6.287898007409056,"She rescued two hairless kittens, cradling them in her lap, their tiny paws kneading her pasty skin as they purr contentedly.",False,0.9218146258196864,0.3688888888888889,Top ↑,Tier 1
76,Whispered Secrets,30,0.0012856127927963,0.0009015872285638,0.0008166005610971,0.0014313487882509,0.0010196297577174,32,0.0012161276089145,0.0008578294196525,0.000742478116049,0.0013488320006738,0.0009617142901352,30,0.0009916899021629,0.0007655709296723,0.0006814521175679,0.0009825087060906,0.0005937776677932,0.3666666666666666,0.1333333333333333,0.2145833333333333,5.876154160822807,0.0529674830850659,615.0,0.0150141327981897,544.0,0.3710785394037494,583.0,0.1487937830497453,0.526834887246048,0.3151573199952485,0.8750103185323755,0.8836075805125092,0.3478260869565217,0.0011655996123265,5.190180985312351,She whispers secrets to him in the dimly lit bedroom.,False,0.9514657010752936,0.3666666666666666,Top ↑,Tier 1
250,Protective Conversations By Firelight,30,0.00304800739483,0.0023704001033793,0.0019652301638043,0.0028623000861551,0.0023887672271675,32,0.0038623493531856,0.0030189592487232,0.0019782005039805,0.0051557222172688,0.002507629412958,30,0.0049695890820621,0.0036287712051225,0.0023809006541491,0.0080878685833462,0.0032142824855004,-0.3622222222222222,-0.2270833333333333,-0.16875,6.27653108929411,0.04335793512472,287.0,0.0162848089481173,371.0,0.1264329550680756,399.0,0.2568300820631954,0.526834887246048,0.3151573199952485,0.803254353877682,0.8836075805125092,0.9782608695652174,0.0039578594957467,3.1357462180222,"She loved him, their conversations bolder and headstrong, as he protectively pampered her by the firelight.",False,0.8319508160962099,0.3622222222222222,Trash ↑,Tier 1
39,Lip Biting During Intimacy,30,0.0018494802465974,0.0018082148876089,0.0012917170380079,0.0021737556949955,0.0009478906379855,32,0.0014299860064301,0.0014913174698318,0.0009623963622534,0.001812539047935,0.000542131191487,30,0.0014424049795049,0.0012343663838798,0.0007422084913114,0.0017550898269779,0.0009177893850675,0.3555555555555555,0.2875,0.08125,6.432605773726039,0.0401030500340324,610.0,0.0183679594713855,618.0,0.0527683488419325,519.0,0.5876068182859993,0.526834887246048,0.3151573199952485,0.803254353877682,0.8836075805125092,0.717391304347826,0.0015708272716177,3.4547573727017498,She bites her lower lip as he leans in for a kiss.,False,0.824745663569482,0.3555555555555555,Top ↑,Tier 1
