book_id,segment,A1_commitment_vows,A2_emotional_safety,A3_everyday_tenderness,B1_attraction_chemistry,B2_emotional_intimacy,C_explicit_eroticism,D_power_wealth_luxury,E_coercion_brutality_danger,F1_sadness_grief,F2_anger_frustration,F3_anxiety_worry,G_courtship_rituals_gifts,L_vices_addictions,M_health_recovery_growth,H_domestic_nesting,I_humor_lightness,J_social_support_kin,K_professional_intrusion,N_separation_reunion,O_aesthetics_appearance,Q_miscommunication,Q_repair,R1_protective_caretaking,R2_alpha_guarding,R_jealousy_possessiveness,S_scene_anchors
104659050,begin,0.002078036925365419,0.0005572402175345873,0.007094898868580947,0.14667850645734481,0.002206978734608553,0.09837544981280533,0.06039368681245955,0.01155564437271426,0.011345851083364842,0.018144906700036104,0.0013570504361762993,0.027561054205889172,0.07332000424729998,0.009709406893156594,0.19514486070293685,0.010868667911843414,0.03459351836469412,0.037166895442405035,0.0025626899792150467,0.0009565614271980019,0.02889202538207686,0.035773704207924646,0.006111283010679522,0.0028959526403892874,0.0015339920645926263,0.10897565714638745
104659050,end,0.001138175553412227,0.0006484603649728783,0.005668934947480591,0.09889016158963115,0.001666487114271805,0.10262165509379567,0.07298668834259246,0.041645387874426565,0.00443293242614506,0.0006995198874667782,0.0007875191560863033,0.02290355228630067,0.1221802455379214,0.009597677436359201,0.20173086392711362,0.00546440454331204,0.08813842530200844,0.04810760289186905,0.0057853053101996335,0.0025083638101584963,0.04085808618940156,0.06898346517650246,0.004909223490205275,0.001966652611258078,0.0010360396631279038,0.09958475299990117
104659050,middle,0.005805617143580956,0.022740786395937535,0.0027263957375073125,0.09817800413711782,0.0014398219264722472,0.1343495670349205,0.060502085485553636,0.004609655008908232,0.004442835901762218,0.0007142366127142517,0.0006809005404128205,0.012676543571579643,0.0651516897764892,0.030463751816443865,0.20966520983233825,0.00907816806023942,0.048767761423152825,0.11125697142625474,0.0016031709451648278,0.04843687285897436,0.017160617246746914,0.07429123366916117,0.002033334848932151,0.03705432539527353,0.036251374162302764,0.07978373144269524
11266880,begin,0.00025589448244016697,0.060076503639762455,0.0010094008025334717,0.09441497833200876,0.008818438202266177,0.12757383651859944,0.06722302410652155,0.022711797573437865,0.005088312224368807,0.0008091325314916694,0.0002762466270540398,0.01297421825365344,0.06516944389874633,0.0026129638631519044,0.19386450600317567,0.002762003218977945,0.03171400723982138,0.046122182110294764,0.012585972107791343,0.03441924981891933,0.012924216890841446,0.06271838788530563,0.0007549891831801291,0.019747539472227092,0.01843067845892811,0.09890493390814892
11266880,end,0.0008368967973757942,0.0426093050958483,0.01865934432009502,0.12202184678080026,0.015663909858594803,0.08816284207695096,0.0942801503451264,0.007660554467034023,0.007233559008197407,0.0011946407864730402,0.026993448648457763,0.002552727026632409,0.05076486712724701,0.03879180218891671,0.1722079102366588,0.008065532959501291,0.03918943309799791,0.05690081557265675,0.003239595363052005,0.004697886869074335,0.012655243642838114,0.04855193061872074,0.004395367926105364,0.0032278639728221736,0.0017369847119527466,0.06998951747898001
11266880,middle,0.0004489777377533123,0.04113628115495416,0.016559247401087787,0.08520365650185195,0.0023336315667771175,0.11235698613613437,0.03781626301146817,0.006615923492111162,0.006555307766975252,0.014710835354796073,0.0005185528325786113,0.01060406228509013,0.03752908968432431,0.016768387776392654,0.1474107865213725,0.0057448707687079974,0.01713676156247271,0.07206816742048629,0.03991187783624035,0.005853999731336734,0.0037781370129827225,0.0704603431266803,0.015928043934781016,0.003692448088535634,0.001959679101216063,0.06986239490660004
123257687,begin,0.0008312484215969775,0.040618580046546615,0.030617067088720553,0.08510852835490046,0.03737066199365888,0.01221706602207111,0.06920094349420061,0.017692658918317544,0.002218495583489653,0.0007257851639447731,0.000556266610386232,0.04045567769498851,0.09443303018891894,0.040949938982445866,0.19045482682308804,0.009601815179790361,0.02345743209278481,0.11103156781952159,0.05911672523488307,0.0021444026590285094,0.038286278073082866,0.04670056961144449,0.0005783264463880748,0.00850484920438815,0.0009298884835249064,0.08718845322000486
123257687,end,0.0050405894774247445,0.016619723256166823,0.0023983069662053733,0.038794599110086786,0.008929718263756256,0.04543815826655175,0.16307591390914947,0.004140355544002177,0.003981325447042963,0.001225514050088564,0.0009114587319628334,0.02113399901788832,0.010718251672673536,0.004349060090882986,0.22507862513660515,0.026660298096941728,0.18016879567568378,0.059012397503853176,0.002594902041620607,0.00096018748782887,0.08418524806065096,0.036125435562043354,0.0014016045507430693,0.0030213511669433973,0.0015536284158219162,0.07684888923503087
123257687,middle,0.0019535973923366064,0.03776438253395556,0.0012878992512785623,0.1181755909894844,0.001582538646967177,0.0767568495647159,0.0753917752729037,0.0025309652219840414,0.00238216478948377,0.000656061840658747,0.0006146607314403507,0.017718550436273225,0.032527903604273836,0.029702302035140214,0.1866918225597347,0.008982032387507183,0.05954365496736565,0.06748051850358028,0.06234237931590769,0.0031532702793405512,0.018621069079038974,0.034694099034064105,0.0005896044162063066,0.02804472949689604,0.027057478588677155,0.05192106577856126
123446478,begin,0.0003534007565056595,0.10116626064510569,0.022616759498678324,0.10430266935405261,0.02965811555392885,0.03749106083429095,0.08797996787739401,0.007445649459251305,0.007601569466023716,0.0006971551429229748,0.0004660674849158252,0.0011127567330487188,0.04547305578182948,0.021915675672389494,0.24920833443761106,0.0029913679467637394,0.047480454252531196,0.0551171124468402,0.035294722583288765,0.002127831034821046,0.028456552426400918,0.12655275305228295,0.022195496612102458,0.027179743605803823,0.02556114074792779,0.0491591298000075
