book_id,A1_commitment_vows,A2_emotional_safety,A3_everyday_tenderness,B1_attraction_chemistry,B2_emotional_intimacy,C_explicit_eroticism,D_power_wealth_luxury,E_coercion_brutality_danger,F1_sadness_grief,F2_anger_frustration,F3_anxiety_worry,G_courtship_rituals_gifts,L_vices_addictions,M_health_recovery_growth,H_domestic_nesting,I_humor_lightness,J_social_support_kin,K_professional_intrusion,N_separation_reunion,O_aesthetics_appearance,Q_miscommunication,Q_repair,R1_protective_caretaking,R2_alpha_guarding,R_jealousy_possessiveness,S_scene_anchors,H1_love_over_sex_log,H3_luxury_saturation,H3_love_depth,H3_interaction,H4_protect_over_jealous_log,H5_dark_over_tender_log,Q_repair_over_miscomm_log,H1_chemistry_over_sex_log,H1_tender_over_sex_log,H1_vows_over_sex_log,H4_tender_over_alpha_log,H5_trauma_over_safety_log,H5_anger_over_tender_log
104659050,0.011753800991730115,0.010327051092671978,0.00998434778667226,0.08343709683576611,0.008463520973072965,0.06912375006124911,0.04155679426000346,0.01074645667274522,0.008711622426356968,0.0025071574590388654,0.0010755862600450518,0.012050106872745135,0.035249162858413674,0.015153090184535882,0.145422125352671,0.018037653737709627,0.04380702012041677,0.03471741690194025,0.015229769723043473,0.004861007622833287,0.02233764489392545,0.027048427135857107,0.005841437181303526,0.008439311650215045,0.006193212313750547,0.053254629325365656,0.5841010863529066,0.04155679426000346,0.12396581767991342,0.005151621980597261,0.8353670583176456,-1.38340768514928,0.19134769357940362,0.18819215757132168,-1.2246813622556005,-1.771651091906691,-0.36787119795735634,0.6334501523411826,-3.6011702297093815
11266880,0.0035956748431609483,0.011658828876104466,0.007533408288473739,0.0646729530742782,0.007689895591685619,0.05883261589088362,0.038918319860617515,0.008775350187656435,0.006982261100811071,0.004441175258834725,0.001162337745270367,0.007322674315117862,0.03128761761562391,0.013612586984304792,0.14114938121176904,0.00992008455134271,0.03932217508780212,0.037678643546965436,0.015233357405467569,0.006443361440554872,0.018512209927492404,0.021481077652974596,0.004632248462227555,0.011381121919854974,0.007850974916916756,0.046812063533237816,0.48075970738959795,0.038918319860617515,0.09515076067370297,0.0037031077388802384,0.7127213860998101,-1.2200873858213939,0.1487344625554221,0.09464515008245522,-1.1201554043973467,-2.7947036264188996,-0.8987856379648695,0.30123745966747517,-2.790562667235903
123257687,0.01224333715016945,0.013157971047766,0.008051259846255274,0.05625359039187737,0.010869708770347056,0.04142117871517447,0.05291823630445155,0.008479442763771014,0.006775260522280634,0.002122905857833279,0.0010084630739952943,0.008034652615246145,0.03101806958310349,0.012887923994343969,0.1447587172206412,0.010043679565730797,0.040406915516696014,0.04079041928276896,0.014967036181954156,0.003395678198414979,0.020817182706236444,0.020567443531623066,0.0029256840026344773,0.011903781998659681,0.009385386348491497,0.04881538072160336,0.8871058278335404,0.05291823630445155,0.10057586720641515,0.005322297507354216,0.4574231998012044,-1.2948982911645324,-0.012068739523392047,0.3060711895779944,-0.6693328005337693,-1.2187528984897096,-1.4030701256120244,0.14784968412808386,-3.45328933264491
123446478,0.003998848468180592,0.013354622096197703,0.008389836831995406,0.0653256774495419,0.00835781442870838,0.057876106779619685,0.04434376249748046,0.008259288149546108,0.006622796542796769,0.0033764191585101567,0.0010378306128284076,0.01205358864917123,0.03394763610541285,0.012803719655442672,0.16140835842110834,0.013750172184396926,0.04005198194662419,0.03579667495647043,0.01543604902771915,0.003095070399398823,0.01684023182894617,0.02364292167691849,0.004537727944042053,0.01155100895394558,0.008465847931385313,0.05258759527884586,0.5411098313493112,0.04434376249748046,0.09942679927462397,0.004408958372918588,0.6420233146282968,-1.3398253790947026,0.3392759152318017,0.12107857561689883,-0.9789169631580741,-2.67206543653604,-0.9342125729932151,0.10828788551635693,-3.082680499515712
127305713,0.0019191347256799606,0.013376026028041811,0.006823828356460599,0.05714263497562363,0.009140984947286556,0.043056145602436105,0.0513185422436464,0.007882296122154332,0.006057737452208071,0.0023943853421804348,0.0008542329653236729,0.006759369690022075,0.03087607293164102,0.012704331723406934,0.15589977066588304,0.010602302613372718,0.04206995502540395,0.03982974377216281,0.014161210541629566,0.004090893955335941,0.017451663365421165,0.019747151318799706,0.0025699688690389412,0.012097844271039446,0.008632267428614398,0.04771671561661006,0.7193845940800587,0.0513185422436464,0.08840260903309255,0.004536693026113317,0.5301006387448401,-1.3496503252615915,0.12356761746177947,0.2830398091370596,-0.7568033011211859,-3.110132847693482,-1.5488271135432345,0.04129778704371123,-3.32041378089162
149105520,0.002126075717846634,0.012307950997702346,0.0063830463154409415,0.07925678066585184,0.009979200886620129,0.05152795792347206,0.04510846443071003,0.007528234171890891,0.007101732202265763,0.003308015003625487,0.0010495932492605537,0.004776606646077503,0.03339908187719107,0.014227046489267222,0.16002173225838276,0.014105087074486884,0.038291635872162964,0.04436363095635875,0.018207333714064043,0.0070075943613367555,0.015310278508113465,0.02048155642548683,0.0017774536624081438,0.010347142054945795,0.007406700967289526,0.04593715857257578,0.7588277109763832,0.04510846443071003,0.1100530545834619,0.0049643242981690806,0.4927984366022802,-1.5474580821891464,0.29098390362011584,0.4305616472669058,-1.014048458325688,-3.187395805412265,-1.7610627342417047,0.17281354602676302,-3.294644981945715
15197,0.002474722187139291,0.012441169823866503,0.006759525146855625,0.07434062745726595,0.008856596559216142,0.06307570802253529,0.047309427891393585,0.008573352492029512,0.007557290732037745,0.002274610706502667,0.0036261593075193744,0.011956724352963183,0.04142562763657855,0.014725116924487854,0.151309319065434,0.011936261441071875,0.039446879562567275,0.03622888608977351,0.01525464936462315,0.005733704305255142,0.016440658896154998,0.021731166131681377,0.0032646109027082604,0.009234154964933796,0.006636001317091909,0.059440471804634874,0.5084046346900357,0.047309427891393585,0.10487264117434351,0.004961464655417598,0.6330496609335574,-1.3287113035655187,0.27897518259530774,0.16431948331788027,-1.1893530185296979,-3.2378194271511482,-1.0395705419655359,0.25969126548659904,-3.5989775428461415
161913,0.0024792924609230026,0.009454980264222677,0.011380609054724735,0.057308621521657645,0.00638897539551016,0.06822505366020837,0.0765922443092023,0.010212015248835164,0.0077997417503570116,0.0016192468605388858,0.0028294065195492908,0.01361296763010697,0.03370234824995057,0.01662674321761366,0.17316392529207197,0.013307331661621305,0.05764008406893079,0.03439886607412046,0.013681266359927207,0.002556219371778498,0.02999269309506952,0.023099312572563483,0.008707569985988296,0.008680142244879275,0.005318466329183999,0.049510068790772375,0.243236523829649,0.0765922443092023,0.08701247869703822,0.006664481026312813,1.1844482890865482,-1.042363793419271,-0.26114098068034197,-0.1743579858893578,-1.1861159672049317,-3.3144500293615757,0.003154481625546879,0.6444328555038705,-3.671584015233575
17561022,0.0018589765557561247,0.01118636098302523,0.011034097156337623,0.05664251255538428,0.006211160930313293,0.09748020860775787,0.045397575179963706,0.010276760285998325,0.00801743132821426,0.0014464760324723596,0.0011042808695846823,0.01635766779432045,0.047315576358387595,0.015407287856843154,0.14909763646643925,0.012762981579190128,0.06974000040182668,0.03732955718495237,0.011440424378164608,0.0011813747614697284,0.013725992306863317,0.022701011319863008,0.00784804806305756,0.009847211595782678,0.006966741165646823,0.06186797275902649,-0.11450917273287775,0.045397575179963706,0.08693310818081657,0.003946552314266538,0.9320622058261074,-1.1036656780338774,0.5030893891304156,-0.5428821642826178,-1.4786012223084226,-3.9590957439869525,-0.2268976162308709,0.4918536145744916,-3.77100391918003
1756703,0.005995699824469348,0.011735217827544185,0.008036656427413994,0.07635718723417534,0.007709203824622117,0.03820245060753876,0.052820810858116914,0.0070236176800440595,0.005658922949490146,0.00236886287024163,0.0009348540281246362,0.0038541897517787244,0.026647524467524736,0.010507737981890813,0.13478478745966258,0.011658173540170957,0.03931628113312446,0.040060108690002386,0.013650243527039287,0.005105920238382648,0.01694778126259289,0.020316954983105075,0.0041346224516105624,0.011722216672251718,0.007988481174612134,0.044207908114159554,1.0560530806914707,0.052820810858116914,0.10983396513822499,0.005801519098363189,0.6855381366766498,-1.6598267512676204,0.18130904772098466,0.692509417271908,-0.6586148302864676,-1.8517165529219333,-1.0419333570015121,0.07762553819269868,-3.568786658887128
