book_id,segment,A1_commitment_vows,A2_emotional_safety,A3_everyday_tenderness,B1_attraction_chemistry,B2_emotional_intimacy,C_explicit_eroticism,D_power_wealth_luxury,E_coercion_brutality_danger,F1_sadness_grief,F2_anger_frustration,F3_anxiety_worry,G_courtship_rituals_gifts,L_vices_addictions,M_health_recovery_growth,H_domestic_nesting,I_humor_lightness,J_social_support_kin,K_professional_intrusion,N_separation_reunion,O_aesthetics_appearance,Q_miscommunication,Q_repair,R1_protective_caretaking,R2_alpha_guarding,R_jealousy_possessiveness,S_scene_anchors
104659050,begin,-0.35364850055518227,0.17898429004555136,-0.39640018928809956,0.49875680722454135,-0.6858006093009356,-0.10364636733589752,-0.27648843060635236,0.13131506176784474,0.8474608980926599,0.08511539054135704,0.12157755707306575,0.39664592718646596,0.3601586205053684,-0.5795996145979716,-0.11138289122140825,-0.2593110618312186,-0.6436924510143058,-0.4347652252619683,-0.858766191197379,-0.5928048791731402,-0.11823319052285099,0.20461104769491364,-0.1873640114695708,-0.6729856167966055,-0.6237128270856721,1.058734550098735
104659050,end,-0.2876429040842417,-0.7543234520119462,-0.4695389596494526,0.12330869569263385,-0.718886863962099,-0.047839630982169645,0.05104928693217614,2.586824625111501,-0.3052480788838282,-0.1490532020896132,-0.13149554022089488,0.1835806880996447,1.6666912000124323,-0.5835521499841679,-0.030200656709755646,-0.4952861845921787,0.6180891433426893,-0.09325154805166379,-0.7106377698978205,-0.5260868326581596,0.28685583715183066,1.4560542285649476,-0.34016174737618154,-0.7174232405089517,-0.6475477262163962,0.7979612961300817
104659050,middle,-0.067014384146937,-0.09688929409670535,-0.629494695465483,0.09994768167022236,-0.7327621986466295,0.3691518000914787,-0.25550260645288964,-0.4355207209545445,-0.30359670327632804,0.10746272046747647,-0.46011819622760247,-0.28427098315367844,0.15751950226710634,0.15460499963702642,0.061520618085595204,-0.33364109223308064,-0.22887507149930578,1.8549275836227939,-0.9005920948028893,2.0318100906624363,-0.5153784826382554,1.6560668300425492,0.213273997428752,1.294767698530823,1.4370772463979533,0.2914785017211814
11266880,begin,-0.5498643418467442,1.1852167311797575,-0.7169230752049021,0.048905876964570306,-0.2810793825544586,0.28010019247818746,-0.07817356099577144,1.041726307810698,-0.19596541345675056,0.7372363449334921,0.26223348846612565,-0.2706533554207949,0.1715866124035409,-0.8306430099228281,-0.16702892358874866,-0.6026146256580798,-0.6651540579696226,-0.13717350937103168,-0.4035308703849596,1.274236451021072,-0.6587940417472269,1.2199673665995654,-0.20947361019372937,0.3115011593085517,0.3878971502067033,0.8343093456856228
11266880,end,-0.4250843238098025,1.1247595283820342,0.22247796362978192,0.5493688840085761,0.13796692635214705,-0.23786792980966012,0.5578123211339973,-0.18654841596292696,0.16174821636681935,0.2227021264419534,0.028478146629834705,-0.7474019554777602,-0.2495259728028368,0.4492176715209909,-0.38016811183361937,-0.3920245384383498,-0.5217816199230431,-0.0032773947058107587,-0.8260712723445707,-0.04996742807274158,-0.6678996374197371,0.6861328605298391,0.011339338788571712,-0.6507652763741345,-0.6082748426034063,0.008705490331843358
11266880,middle,-0.5019978136121498,1.1302285702124144,0.11077551661703469,-0.13052719327100437,-0.6780475420913535,0.08010921200672733,-0.8186819306213675,-0.2717967780482376,0.048651804681764776,-0.07855937430248872,0.7771378939100564,-0.3790801165545006,-0.5960214551833216,-0.329881478206526,-0.6624026511517189,-0.47778560739469866,-1.074829679272432,0.5581272845400141,0.8172329809273784,-0.1276337317277386,-0.968417790482388,1.5117074096124148,-0.14642621897681127,-0.624647817470844,-0.5964836696470587,0.018622971483717703
123257687,begin,-0.37976172401089836,0.13796110501393163,0.8642798546288046,-0.18979388027757615,1.4667481728773333,-1.2360028811385892,-0.037933248555415654,0.6321334853695756,-0.6744989487476662,0.4628962616858539,1.5325280913904238,0.9865321116847494,0.969512848294303,0.5255638052012468,-0.2302727859093142,-0.3053036574047425,-1.0155574587553744,1.8529877806117798,1.6787456185882954,0.23620356144752683,0.19979199333719141,0.6163680371673131,-0.054544916125709525,-0.341910787370847,-0.6535380544870604,0.5058226363132019
123257687,end,-0.10142469560847141,0.34291552294701605,-0.648153022488336,-1.0006856445366943,-0.27426736121196904,-0.7993869820979747,2.231256159246052,-0.4738184659680007,-0.38055222242854364,-0.7931780277483738,-0.32167577172638767,0.10262950510057144,-1.342973564928747,-0.7692269610970267,0.18314271089965928,0.45965116169232634,3.1577728170546284,-0.1972693137466582,-0.8551212579273979,1.0292141253608764,1.753617385244949,0.21786533775218078,0.06712526750575262,-0.6629654145613544,-0.6190369207912162,0.2039443817365707
123257687,middle,-0.3866296697360899,1.3333668398797007,-0.7069650144230137,0.48403090505880203,-0.7240257787262626,-0.3877738281025561,0.10957711231201683,-0.6051546911054256,-0.6472075871160642,0.4581183272248641,-0.010134235119557222,-0.05361592027863262,-0.7612205005167237,0.12766799222928688,-0.2562675005509354,-0.5261508311114526,-0.042345260237178044,0.5054680546326215,1.8217040386808845,-0.49836414862741246,-0.46593756618003734,0.1639282937859613,0.37858744498677005,0.7772276396828122,0.8937867508701424,-0.48529045176789865
123446478,begin,-0.5407190548779051,2.4928356042966056,0.43473116004387957,0.2096199721649115,0.9946237846546819,-0.9038335507000768,0.3879002105467961,-0.20408599656047768,0.2231128843735193,-0.29594959160887546,-0.599450450518989,-0.8132758123601287,-0.3756010019633815,-0.14779129236806812,0.4869151509577158,-0.5972593171904331,-0.33450115456738844,-0.04280567287109178,0.6114658767272377,-0.503062850410898,-0.13297532822663116,3.6254372845844163,1.2499137996624234,0.7313289041694087,0.8070272438613898,-0.5616438467358026
123446478,end,-0.4690775194235335,0.7808511388388781,2.587767750131597,-0.6708393803009255,2.99694521943486,-0.16603584552146752,-0.3727106799391425,-0.5886866004673929,-0.6213331734135163,0.20600373601368613,0.02147036441315213,0.0025556220456537724,-0.8545634955810363,1.5809716063087873,0.4673316049919997,-0.5686921704104942,-0.66015912634199,0.12309183255620042,0.38401276150674885,-0.6503813615911331,-0.9767872621437289,0.5217833881512588,0.5999098624092057,1.9834303396322444,1.3645440874382695,0.4629414370387233
123446478,middle,-0.5262258625124526,2.526760426352766,-0.7145175092896342,-1.371381459642589,-0.22189198646502095,-0.023196273302169706,0.4340641444546518,1.0378831913461688,-0.600984651412734,0.08719234770507468,0.03342521969137249,-0.8246819429135723,-0.899781359676184,-0.6187542939466627,-0.3399674753511345,-0.5973966149076865,-0.4084639744774998,0.44483140270381205,-0.9136628858912812,0.8744123011928217,-0.8106160114080531,-0.1492861430142644,0.5074463022639683,2.209214421251345,2.373416539152883,0.15512510476971153
127305713,begin,-0.07762273887296157,0.10950820732056588,-0.6384074504793876,-0.9587359824718746,0.9451072312593791,-0.7917670497299122,-0.4537525544991029,-0.42158017582551766,-0.27963881904806753,1.1311996685098504,0.6711819385665934,-0.4552404430284185,-0.7225827154077458,0.10650565493035717,0.9634309060729406,0.18092294872323073,0.06553179565664184,0.6827430220389402,0.3418800204039416,-0.46984371066599434,0.11407780290712466,0.13675165692449742,1.2828989544585112,-0.7325870790981104,-0.6494623608503025,-0.5930432742437975
