topic_id,label,top_n,top_mean,top_median,top_q1,top_q3,top_std,middle_n,middle_mean,middle_median,middle_q1,middle_q3,middle_std,trash_n,trash_mean,trash_median,trash_q1,trash_q3,trash_std,cliffs_top_trash,cliffs_top_middle,cliffs_middle_trash,kruskal_stat,kruskal_p,mw_top_trash_stat,mw_top_trash_p,mw_top_middle_stat,mw_top_middle_p,mw_middle_trash_stat,mw_middle_trash_p,kruskal_p_adj,mw_top_trash_p_adj,mw_top_middle_p_adj,mw_middle_trash_p_adj,prevalence,mass,concentration_ratio,scene_summary,keywords,label_is_noise,primary_categories,secondary_categories,taxonomy_main_name,taxonomy_main_group,taxonomy_confidence,taxonomy_is_noise,taxonomy_secondary_name,taxonomy_secondary_group,radway_main_name,radway_phase_name,radway_phase,radway_confidence,radway_is_none,middle_relative,abs_cliffs_top_trash,mean_diff_top_trash,direction,tier
-1,OTHER (Missing/Noise Mass),30,0.3290587029438368,0.33316978759914534,0.31154553258374357,0.34198019490177045,0.021286378361037705,32,0.3168589487373863,0.3185004560324197,0.31021411679462807,0.32671031588636135,0.01546782496822374,30,0.31374967646749247,0.3089203215289421,0.30009019067402815,0.3301200185449561,0.018721500625030946,0.4222222222222222,0.3729166666666667,0.16041666666666668,10.154453015427748,0.006237183830327388,640.0,0.005084221723644086,659.0,0.011925746178120485,557.0,0.2812249485360865,0.5136982473512676,0.3067812314196911,0.7958969899656057,0.8824361808307414,1.0,0.3198232363253939,1.1876820305638274,Represents probability mass not captured by the 368 BERTopic topics,,,,,,,,,,,,,,,,0.9559704024544622,0.4222222222222222,0.015309026476344356,Top ↑,Tier 1
250,Protective Conversations By Firelight,30,0.0030480073948300126,0.0023704001033793935,0.001965230163804384,0.0028623000861551524,0.0023887672271675577,32,0.003862349353185628,0.003018959248723218,0.0019782005039805112,0.005155722217268807,0.0025076294129580397,30,0.004969589082062164,0.0036287712051225546,0.002380900654149177,0.00808786858334626,0.0032142824855004534,-0.3622222222222222,-0.22708333333333333,-0.16875,6.27653108929411,0.043357935124720005,287.0,0.0162848089481173,371.0,0.12643295506807567,399.0,0.25683008206319546,0.5136982473512676,0.3067812314196911,0.7958969899656057,0.8824361808307414,0.9782608695652174,0.003957859495746798,3.1357462180222,"She loved him, their conversations bolder and headstrong, as he protectively pampered her by the firelight.","loved, loves, adored, clearly, humbled, protector, cared, soul, madly, conversations",False,"romance_core, relationship_conflict","setting:fireplace, activity:conversation","Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),high,False,Body Parts & Physical Reactions,Embodied & Sensory Experience,Heroine responds warmly to hero's tenderness,Turning Point & Recognition,II,low,False,0.8319508160962099,0.3622222222222222,0.0019215816872321517,Trash ↑,Tier 1
55,Dominatrix Session,30,0.005133327436220287,0.004008409379597068,0.003406125745877875,0.004784520267966987,0.004051814759910841,32,0.006049821768959745,0.0050313631022426905,0.0034973835345221676,0.007720226528730434,0.0035605370589576113,30,0.007728456113510121,0.005743392782548063,0.003836489838258712,0.01178750746187421,0.004651878600382915,-0.35555555555555557,-0.20208333333333334,-0.18333333333333332,5.966757246376801,0.05062151359488617,290.0,0.0183679594713855,383.0,0.17405478770762306,392.0,0.21775616156549682,0.5136982473512676,0.3067812314196911,0.7958969899656057,0.8824361808307414,0.9891304347826086,0.0062983456858546095,3.207053789805143,"A dominatrix guides her client through a BDSM session, focusing on her desires and means of gratification.","wants, want, knows, needs, need, hera, needed, teach, ita, likes",False,"sexual_content, domestic_life","setting:bedroom, activity:BDSM, sexual:dominatrix",Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",high,False,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",Heroine responds sexually and emotionally,Commitment & Restoration,III,high,False,0.876026280133307,0.35555555555555557,0.002595128677289834,Trash ↑,Tier 1
66,Bluffing About Feelings,30,0.0006382529184175003,0.0006211216781549774,0.0005303698475846502,0.000695508698579613,0.00018322190533665868,32,0.0005854780284754544,0.0005832044389886387,0.0004933424537839792,0.0006524070941641442,0.00010616078498395468,30,0.0023417139899301795,0.0005412188083024261,0.00047184651685727567,0.0005840632696006967,0.009886464872289221,0.34444444444444444,0.17291666666666666,0.23958333333333334,6.101168770453455,0.047331256620478636,605.0,0.022360148062659704,563.0,0.2452000867324996,595.0,0.10678013474771023,0.5136982473512676,0.3067812314196911,0.8495316136287612,0.8824361808307414,0.03260869565217391,0.0011753728713222277,46.525234722522384,Abbey struggles to understand and express her feelings while interacting with someone.,"didn, couldn, swallowed, glanced, nodded, hadn, giggled, wasn, despite, friend",False,"relationship_conflict, romance_core","setting:conversation, activity:arguing",Negative Emotions & Distress,"Emotions, Cognition & Inner Life",medium,False,,,Heroine responds with anger or coldness,Initial Conflict & Isolation,I,medium,False,0.938953454056995,0.34444444444444444,0.0017034610715126793,Top ↑,Tier 2
36,Kneeling For Intimacy,30,0.0025988350785548274,0.002249664473563365,0.0017335172111047554,0.0030774797043436886,0.0014922811670316817,32,0.0019392912203006806,0.001992866376857665,0.0013877288344098006,0.0024179620221983084,0.0008322638172947389,30,0.0020010560642775305,0.001557315000220404,0.0009955098690724454,0.002594587300039998,0.0014412520198757786,0.33111111111111113,0.24791666666666667,0.0375,5.108762856474982,0.07774030515501995,599.0,0.02812866989728732,599.0,0.09508178122538397,498.0,0.8052926314065638,0.5605279198717233,0.30855314613569895,0.7958969899656057,0.948748986476913,0.8152173913043478,0.0021745005797238317,3.689920680682045,"She kneels in front of him, her hands on his knees, looking up at him.","knees, feet, fists, arms, foot, fold, shuffle, fist, shoe, sides",False,"physical_affection, romance_core","setting:bedroom, activity:kneeling",Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",high,False,,,Hero treats heroine tenderly,Turning Point & Recognition,II,medium,False,0.8858504508968005,0.33111111111111113,0.0005977790142772969,Top ↑,Tier 2
139,Awkward Questions At Door,30,0.0025780830010705036,0.0024182332801837127,0.0019473746334353558,0.0027964982858563743,0.0011628035681539917,32,0.00306749608123782,0.002955538385667569,0.0021995748066857665,0.003924074124570458,0.0012009955156701757,30,0.003591421287138211,0.004090348407709957,0.0019571570964272084,0.004982440628198317,0.0015764767155593035,-0.3244444444444444,-0.25,-0.20208333333333334,6.091675432445015,0.047556456480979795,304.0,0.03146563257725609,360.0,0.09232369485335574,383.0,0.17405478770762306,0.5136982473512676,0.30855314613569895,0.7958969899656057,0.8824361808307414,0.9565217391304348,0.0030787500352812136,1.9146142465497062,"She hesitates at the door, asking him 'What is it?' with a stammer.","asked, asks, doing, replied, whata, demanded, prompted, says, suspiciously, uh",False,"relationship_conflict, domestic_life","setting:doorway, activity:asking_questions","Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),medium,False,,,Hero and heroine are physically or emotionally separated,Initial Conflict & Isolation,I,medium,False,0.7225639527039401,0.3244444444444444,0.0010133382860677072,Trash ↑,Tier 2
27,Exiting Through Doorways,30,0.0025444435948924773,0.002323373366033391,0.0016689335351025058,0.002848363649481964,0.0013134631900162722,32,0.0030073483277152906,0.002383786230520988,0.0019925026362236573,0.004034949760094168,0.0016310752610242322,30,0.0034238951338218843,0.0033924878247967643,0.002031648063613587,0.0047970645072795805,0.001601978613919448,-0.32,-0.15208333333333332,-0.14166666666666666,4.3037137681159265,0.11626806089344002,306.0,0.03387428012952025,407.0,0.30714640203164334,412.0,0.3417066556295937,0.5605279198717233,0.30855314613569895,0.8716791045562524,0.8824361808307414,0.9891304347826086,0.002992231612481741,2.369601187743508,"She opened the door and stepped out into the hallway, leaving him behind in the car.","door, doors, opened, car, stairs, shut, stepped, purse, headed, walked",False,"domestic_life, social_setting","setting:doorway, activity:exiting",Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,,,None of the above,Not a narrative function,NA,high,True,0.7026660914832276,0.32,0.000879451538929407,Trash ↑,Tier 2
226,Disco Night Adventure,30,0.0027824559567630903,0.0015194963393711314,0.0012885199671026377,0.0018807850623374868,0.006692277059156957,32,0.0013453650735560387,0.001307271254717184,0.0011169320817136473,0.0015231494243740016,0.0004012601876724835,30,0.0013293106196661895,0.001297129581893736,0.0011019953389399559,0.0015361789293426378,0.0003421852453459049,0.32,0.30833333333333335,0.025,5.934548854604941,0.05144333196674306,594.0,0.03387428012952025,628.0,0.03773968323945342,492.0,0.871315383351688,0.5136982473512676,0.30855314613569895,0.7958969899656057,0.9517871862727038,0.8586956521739131,0.0018087465178986046,21.083004822580953,She and her girlfriend dance the night away at a lively disco in Maine.,"hayesa, doesna, wants, copying, imperial, disco, infinity, pottery, scandalous, doga",False,"romance_core, social_setting","setting:disco, activity:dancing","Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),high,False,Friends & Social Circles,Social World Outside Couple,Hero treats heroine tenderly,Turning Point & Recognition,II,medium,False,0.8603318973608255,0.32,0.0014531453370969008,Top ↑,Tier 2
54,Phone Ringing And Answering,30,0.0037004410819417937,0.003641069482812059,0.0028160011456463004,0.003966740651881569,0.0015291746005041968,32,0.004367272760457626,0.0044409839915353485,0.0028467140752086954,0.005751276881250455,0.0017719294053941336,30,0.005048861762650224,0.0051139357580521575,0.0030318537021497877,0.006747104297868865,0.0024011104864898754,-0.30666666666666664,-0.25,-0.16458333333333333,5.387047101449298,0.06764217832899713,312.0,0.04206682132383563,360.0,0.09232369485335574,401.0,0.2688375633590584,0.5524111230201433,0.32695841250741015,0.7958969899656057,0.8824361808307414,0.9782608695652174,0.00437208493122179,2.194563663068463,"The phone rings, and someone picks it up.","rang, dialed, message, texted, screen, picked, pocket, texting, checked, rings",False,"domestic_life, social_setting","setting:phone, activity:answering",Public & Leisure Spaces,"Spaces, Time, Activities & Objects",high,False,,,None of the above,Not a narrative function,NA,high,True,0.8684082309211582,0.30666666666666664,0.0013484206807084305,Trash ↑,Tier 2
1,Intimate Breast And Nipple Kissing,30,0.008037940552667112,0.0031262891610535906,0.002582265530540216,0.00418110940951845,0.015186278348435594,32,0.013307917593782016,0.003379560636559923,0.002785059684222457,0.016186685659477302,0.017930785277915088,30,0.020073048915010102,0.00412240498117305,0.0031429183763712343,0.04285956773800822,0.02202381142862518,-0.29777777777777775,-0.18541666666666667,-0.17083333333333334,4.508225222066358,0.10496664866594387,316.0,0.048413499464813624,391.0,0.2125432751706885,398.0,0.25096807009750655,0.5605279198717233,0.32695841250741015,0.8011246525664412,0.8824361808307414,0.9891304347826086,0.013795467902514574,4.604132488617969,He gently kisses her breasts and nipples while she responds with soft moans.,"kissed, hips, tongue, breasts, mouth, body, arms, slid, neck, thighs",False,"physical_affection, sexual_content","setting:bedroom, activity:kissing",Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",high,False,,,Heroine responds sexually and emotionally,Commitment & Restoration,III,high,False,0.8198031416161202,0.29777777777777775,0.01203510836234299,Trash ↑,Tier 2
